#Epoch	Batch	Loss	Best
0	0	11.592751176215861	10000000000.0
1	0	4.622145762869239	11.592751176215861
2	0	4.622145762869239	4.622145762869239
3	0	4.622145762869239	4.622145762869239
4	0	4.622145762869239	4.622145762869239
5	0	4.622145762869239	4.622145762869239
6	0	4.622145762869239	4.622145762869239
7	0	4.622145762869239	4.622145762869239
8	0	4.622145762869239	4.622145762869239
9	0	4.622145762869239	4.622145762869239
10	0	4.622145762869239	4.622145762869239
11	0	4.622145762869239	4.622145762869239
12	0	4.622145762869239	4.622145762869239
13	0	4.622145762869239	4.622145762869239
14	0	4.622145762869239	4.622145762869239
15	0	4.622145762869239	4.622145762869239
16	0	4.622145762869239	4.622145762869239
17	0	4.622145762869239	4.622145762869239
18	0	4.622145762869239	4.622145762869239
19	0	4.622145762869239	4.622145762869239
20	0	4.622145762869239	4.622145762869239
21	0	4.622145762869239	4.622145762869239
22	0	4.622145762869239	4.622145762869239
23	0	4.622145762869239	4.622145762869239
24	0	4.622145762869239	4.622145762869239
25	0	4.622145762869239	4.622145762869239
26	0	4.622145762869239	4.622145762869239
27	0	4.622145762869239	4.622145762869239
28	0	4.622145762869239	4.622145762869239
29	0	4.622145762869239	4.622145762869239
30	0	4.622145762869239	4.622145762869239
31	0	4.622145762869239	4.622145762869239
32	0	4.622145762869239	4.622145762869239
33	0	4.622145762869239	4.622145762869239
34	0	4.622145762869239	4.622145762869239
35	0	4.622145762869239	4.622145762869239
36	0	4.622145762869239	4.622145762869239
37	0	4.622145762869239	4.622145762869239
38	0	4.622145762869239	4.622145762869239
39	0	4.622145762869239	4.622145762869239
40	0	4.622145762869239	4.622145762869239
41	0	4.622145762869239	4.622145762869239
42	0	4.622145762869239	4.622145762869239
43	0	4.622145762869239	4.622145762869239
44	0	4.622145762869239	4.622145762869239
45	0	4.622145762869239	4.622145762869239
46	0	4.622145762869239	4.622145762869239
47	0	4.622145762869239	4.622145762869239
48	0	4.622145762869239	4.622145762869239
49	0	4.622145762869239	4.622145762869239
50	0	4.622145762869239	4.622145762869239
51	0	4.622145762869239	4.622145762869239
52	0	4.622145762869239	4.622145762869239
53	0	4.622145762869239	4.622145762869239
54	0	4.622145762869239	4.622145762869239
55	0	4.622145762869239	4.622145762869239
56	0	4.622145762869239	4.622145762869239
57	0	4.622145762869239	4.622145762869239
58	0	4.622145762869239	4.622145762869239
59	0	4.622145762869239	4.622145762869239
60	0	4.622145762869239	4.622145762869239
61	0	4.622145762869239	4.622145762869239
62	0	4.622145762869239	4.622145762869239
63	0	4.622145762869239	4.622145762869239
64	0	4.622145762869239	4.622145762869239
65	0	4.622145762869239	4.622145762869239
66	0	4.622145762869239	4.622145762869239
67	0	4.622145762869239	4.622145762869239
68	0	4.622145762869239	4.622145762869239
69	0	4.622145762869239	4.622145762869239
70	0	4.622145762869239	4.622145762869239
71	0	4.622145762869239	4.622145762869239
72	0	4.622145762869239	4.622145762869239
73	0	4.622145762869239	4.622145762869239
74	0	4.622145762869239	4.622145762869239
75	0	4.622145762869239	4.622145762869239
76	0	4.622145762869239	4.622145762869239
77	0	4.622145762869239	4.622145762869239
78	0	4.622145762869239	4.622145762869239
79	0	4.622145762869239	4.622145762869239
80	0	4.622145762869239	4.622145762869239
81	0	4.622145762869239	4.622145762869239
82	0	4.622145762869239	4.622145762869239
83	0	4.622145762869239	4.622145762869239
84	0	4.622145762869239	4.622145762869239
85	0	4.622145762869239	4.622145762869239
86	0	4.622145762869239	4.622145762869239
87	0	4.622145762869239	4.622145762869239
88	0	4.622145762869239	4.622145762869239
89	0	4.622145762869239	4.622145762869239
90	0	4.622145762869239	4.622145762869239
91	0	4.622145762869239	4.622145762869239
92	0	4.622145762869239	4.622145762869239
93	0	4.622145762869239	4.622145762869239
94	0	4.622145762869239	4.622145762869239
95	0	4.622145762869239	4.622145762869239
96	0	4.622145762869239	4.622145762869239
97	0	4.622145762869239	4.622145762869239
98	0	4.622145762869239	4.622145762869239
99	0	4.622145762869239	4.622145762869239
