#Epoch	Batch	Loss	Best
0	0	40.82174363340228	10000000000.0
1	0	40.268309252141925	40.82174363340228
2	0	39.81198614140606	40.268309252141925
3	0	39.46544375331946	39.81198614140606
4	0	39.246405203446066	39.46544375331946
5	0	39.17103516665674	39.246405203446066
6	0	39.23004652601857	39.17103516665674
7	0	39.349736124401424	39.17103516665674
8	0	39.42804340243687	39.17103516665674
9	0	39.42936503907883	39.17103516665674
10	0	39.3752944201301	39.17103516665674
11	0	39.301328779727	39.17103516665674
12	0	39.23525379978834	39.17103516665674
13	0	39.19155583350567	39.17103516665674
14	0	39.17300631048906	39.17103516665674
15	0	39.174838976236884	39.17103516665674
16	0	39.189052316863226	39.17103516665674
17	0	39.20760267757591	39.17103516665674
18	0	39.224187654158314	39.17103516665674
19	0	39.234878072061406	39.17103516665674
20	0	39.23803289154682	39.17103516665674
21	0	39.23387101278429	39.17103516665674
22	0	39.22393444986242	39.17103516665674
23	0	39.21055353092045	39.17103516665674
24	0	39.19634916393898	39.17103516665674
25	0	39.18377770005856	39.17103516665674
26	0	39.17472807701086	39.17103516665674
27	0	39.17020509417821	39.17103516665674
28	0	39.17016032644222	39.17020509417821
29	0	39.17354047840966	39.17016032644222
30	0	39.178587917955255	39.17016032644222
31	0	39.183344102260754	39.17016032644222
32	0	39.1862079583999	39.17016032644222
33	0	39.186353975679516	39.17016032644222
34	0	39.18386506264874	39.17016032644222
35	0	39.179560767219975	39.17016032644222
36	0	39.1746255094791	39.17016032644222
37	0	39.17019792663248	39.17016032644222
38	0	39.167059974592675	39.17016032644222
39	0	39.16549612501222	39.167059974592675
40	0	39.16532093301113	39.16549612501222
41	0	39.166024599869154	39.16532093301113
42	0	39.16696846785888	39.16532093301113
43	0	39.167569509999986	39.16532093301113
44	0	39.16743315776801	39.16532093301113
45	0	39.16641650833389	39.16532093301113
46	0	39.16462255101252	39.16532093301113
47	0	39.16233854259416	39.16462255101252
48	0	39.15993893648039	39.16233854259416
49	0	39.15777699979229	39.15993893648039
50	0	39.15609027150535	39.15777699979229
51	0	39.15494270524856	39.15609027150535
52	0	39.15421917383738	39.15494270524856
53	0	39.153674530343615	39.15421917383738
54	0	39.153022956474175	39.153674530343615
55	0	39.15203619702628	39.153022956474175
56	0	39.15061491829796	39.15203619702628
57	0	39.14880785700928	39.15061491829796
58	0	39.146776376316666	39.14880785700928
59	0	39.14472502983873	39.146776376316666
60	0	39.14282971703787	39.14472502983873
61	0	39.14119033631965	39.14282971703787
62	0	39.13981978191168	39.14119033631965
63	0	39.138664602831135	39.13981978191168
64	0	39.137641938673205	39.138664602831135
65	0	39.13667542847063	39.137641938673205
66	0	39.135718091891036	39.13667542847063
67	0	39.134758494594905	39.135718091891036
68	0	39.13381358590497	39.134758494594905
69	0	39.132915027285215	39.13381358590497
70	0	39.13209552229451	39.132915027285215
71	0	39.131379138117026	39.13209552229451
72	0	39.1307767717544	39.131379138117026
73	0	39.13028601046328	39.1307767717544
74	0	39.12989389501865	39.13028601046328
75	0	39.12958111492517	39.12989389501865
76	0	39.129326454354036	39.12958111492517
77	0	39.12911060837099	39.129326454354036
78	0	39.12891877261605	39.12911060837099
79	0	39.12874171952797	39.12891877261605
80	0	39.12857541770681	39.12874171952797
81	0	39.128419567185986	39.12857541770681
82	0	39.128275629555574	39.128419567185986
83	0	39.128144968326936	39.128275629555574
84	0	39.128027580646474	39.128144968326936
85	0	39.127921652888794	39.128027580646474
86	0	39.12782389522182	39.127921652888794
87	0	39.12773039101026	39.12782389522182
88	0	39.12763759077818	39.12773039101026
89	0	39.1275431008139	39.12763759077818
90	0	39.12744603836553	39.1275431008139
91	0	39.12734689645918	39.12744603836553
92	0	39.12724702445853	39.12734689645918
93	0	39.12714793732588	39.12724702445853
94	0	39.127050692847405	39.12714793732588
95	0	39.1269555233525	39.127050692847405
96	0	39.126861802731135	39.1269555233525
97	0	39.1267683104014	39.126861802731135
98	0	39.12667366146023	39.1267683104014
99	0	39.126576734124505	39.12667366146023
100	0	39.12647694932946	39.126576734124505
101	0	39.126374327410026	39.12647694932946
102	0	39.126269334005684	39.126374327410026
103	0	39.1261625991312	39.126269334005684
104	0	39.12605462606533	39.1261625991312
105	0	39.12594559383128	39.12605462606533
106	0	39.125835308908655	39.12594559383128
107	0	39.12572330054684	39.125835308908655
108	0	39.1256090031192	39.12572330054684
109	0	39.12549194554889	39.1256090031192
110	0	39.125371876424374	39.12549194554889
111	0	39.12524878700141	39.125371876424374
112	0	39.12512283730975	39.12524878700141
113	0	39.124994226146725	39.12512283730975
114	0	39.12486306172963	39.124994226146725
115	0	39.12472928244516	39.12486306172963
116	0	39.124592651828	39.12472928244516
117	0	39.1244528201532	39.124592651828
118	0	39.12430942002571	39.1244528201532
119	0	39.12416215387731	39.12430942002571
120	0	39.12401083991868	39.12416215387731
121	0	39.123855403885415	39.12401083991868
122	0	39.123695827832584	39.123855403885415
123	0	39.12353208320341	39.123695827832584
124	0	39.12336407860134	39.12353208320341
125	0	39.12319164207718	39.12336407860134
126	0	39.12301454022958	39.12319164207718
127	0	39.12283252008417	39.12301454022958
128	0	39.12264535093254	39.12283252008417
129	0	39.122452846342284	39.12264535093254
130	0	39.12225485755483	39.122452846342284
131	0	39.122051244072466	39.12225485755483
132	0	39.121841837421485	39.122051244072466
133	0	39.121626416014934	39.121841837421485
134	0	39.121404702601716	39.121626416014934
135	0	39.12117638396327	39.121404702601716
136	0	39.120941142422886	39.12117638396327
137	0	39.12069868335083	39.120941142422886
138	0	39.12044874685527	39.12069868335083
139	0	39.120191100518014	39.12044874685527
140	0	39.11992551963574	39.120191100518014
141	0	39.11965176695909	39.11992551963574
142	0	39.11936958254744	39.11965176695909
143	0	39.1190786870894	39.11936958254744
144	0	39.11877879374745	39.1190786870894
145	0	39.11846961915206	39.11877879374745
146	0	39.118150885520755	39.11846961915206
147	0	39.117822312068846	39.118150885520755
148	0	39.117483601780386	39.117822312068846
149	0	39.117134433046566	39.117483601780386
150	0	39.116774463154485	39.117134433046566
151	0	39.11640334312114	39.116774463154485
152	0	39.116020737228226	39.11640334312114
153	0	39.115626336423965	39.116020737228226
154	0	39.11521986014708	39.115626336423965
155	0	39.1148010474526	39.11521986014708
156	0	39.11436964562355	39.1148010474526
157	0	39.11392540385736	39.11436964562355
158	0	39.11346807485685	39.11392540385736
159	0	39.112997420233334	39.11346807485685
160	0	39.11251321320444	39.112997420233334
161	0	39.1120152361983	39.11251321320444
162	0	39.11150327700103	39.1120152361983
163	0	39.11097713161118	39.11150327700103
164	0	39.11043661707406	39.11097713161118
165	0	39.10988159000344	39.11043661707406
166	0	39.10931196081028	39.10988159000344
167	0	39.1087276965717	39.10931196081028
168	0	39.10812881450466	39.1087276965717
169	0	39.107515374799085	39.10812881450466
170	0	39.10688748005539	39.107515374799085
171	0	39.106245279683954	39.10688748005539
172	0	39.105588974104975	39.106245279683954
173	0	39.104918816071205	39.105588974104975
174	0	39.10423511528841	39.104918816071205
175	0	39.103538251599176	39.10423511528841
176	0	39.1028286945496	39.103538251599176
177	0	39.10210701667693	39.1028286945496
178	0	39.101373893364126	39.10210701667693
179	0	39.10063009414932	39.101373893364126
180	0	39.09987647629847	39.10063009414932
181	0	39.099113984491844	39.09987647629847
182	0	39.09834365125407	39.099113984491844
183	0	39.09756659639757	39.09834365125407
184	0	39.096784031087445	39.09756659639757
185	0	39.09599726950985	39.096784031087445
186	0	39.09520773694762	39.09599726950985
187	0	39.09441696166787	39.09520773694762
188	0	39.0936265552884	39.09441696166787
189	0	39.09283819522671	39.0936265552884
190	0	39.09205361255306	39.09283819522671
191	0	39.09127457998122	39.09205361255306
192	0	39.09050290295509	39.09127457998122
193	0	39.08974041723635	39.09050290295509
194	0	39.088988983027086	39.08974041723635
195	0	39.08825046177929	39.088988983027086
196	0	39.08752668429648	39.08825046177929
197	0	39.08681942513963	39.08752668429648
198	0	39.08613038278049	39.08681942513963
199	0	39.08546116299979	39.08613038278049
200	0	39.084813270381886	39.08546116299979
201	0	39.08418809838829	39.084813270381886
202	0	39.08358690577203	39.08418809838829
203	0	39.08301078930012	39.08358690577203
204	0	39.082460667032784	39.08301078930012
205	0	39.08193726848092	39.082460667032784
206	0	39.08144113215284	39.08193726848092
207	0	39.08097260849646	39.08144113215284
208	0	39.08053185489678	39.08097260849646
209	0	39.08011882638822	39.08053185489678
210	0	39.07973327725399	39.08011882638822
211	0	39.07937476952156	39.07973327725399
212	0	39.07904268777209	39.07937476952156
213	0	39.07873625683887	39.07904268777209
214	0	39.07845455183778	39.07873625683887
215	0	39.07819651008232	39.07845455183778
216	0	39.07796095062588	39.07819651008232
217	0	39.07774659598715	39.07796095062588
218	0	39.077552096990594	39.07774659598715
219	0	39.077376052150605	39.077552096990594
220	0	39.07721702412585	39.077376052150605
221	0	39.077073560157736	39.07721702412585
