#Epoch	Loss	Best
0	0.024925035830709586	0.024925035830709586
1	0.04786814731205255	0.024925035830709586
2	0.021028504245151087	0.021028504245151087
3	0.020276080162365817	0.020276080162365817
4	0.017876727537803005	0.017876727537803005
5	0.017570335110652587	0.017570335110652587
6	0.01659861076064335	0.01659861076064335
7	0.015691490827755117	0.015691490827755117
8	0.01560794867274426	0.01560794867274426
9	0.011337178972149262	0.011337178972149262
10	0.01082267495368288	0.01082267495368288
11	0.021426342477083204	0.01082267495368288
12	0.01105431190711032	0.01082267495368288
13	0.010383338936661496	0.010383338936661496
14	0.011011469923565869	0.010383338936661496
15	0.00935651080457771	0.00935651080457771
16	0.009540253808229886	0.00935651080457771
17	0.009472050153289491	0.00935651080457771
18	0.009372363595331612	0.00935651080457771
19	0.009153785148944034	0.009153785148944034
20	0.008253973230303076	0.008253973230303076
21	0.008036192362743366	0.008036192362743366
22	0.007803267726146461	0.007803267726146461
23	0.007482022473727953	0.007482022473727953
24	0.007339799159665345	0.007339799159665345
25	0.006904417480879019	0.006904417480879019
26	0.006781232065487529	0.006781232065487529
27	0.0066640734212275446	0.0066640734212275446
28	0.006250340236662153	0.006250340236662153
29	0.005956266965175351	0.005956266965175351
30	0.005842823868349143	0.005842823868349143
31	0.006710268485173754	0.005842823868349143
32	0.010756292932239574	0.005842823868349143
33	0.005160907262510211	0.005160907262510211
34	0.005396142285097062	0.005160907262510211
35	0.00608354019303194	0.005160907262510211
36	0.005228852221257434	0.005160907262510211
37	0.004927430837308282	0.004927430837308282
38	0.005301152212370708	0.004927430837308282
39	0.004692914077763148	0.004692914077763148
40	0.00498341779906503	0.004692914077763148
41	0.004621504547481963	0.004621504547481963
42	0.004549931620045889	0.004549931620045889
43	0.004518514278897165	0.004518514278897165
44	0.004242814561303981	0.004242814561303981
45	0.004267341127756443	0.004242814561303981
46	0.003942097195665567	0.003942097195665567
47	0.003858264426432277	0.003858264426432277
48	0.0035073762344673444	0.0035073762344673444
49	0.0036620112353773276	0.0035073762344673444
50	0.003586188858770091	0.0035073762344673444
51	0.003186058166715562	0.003186058166715562
52	0.0033392539916140777	0.003186058166715562
53	0.0035744692905777	0.003186058166715562
54	0.003072035233673416	0.003072035233673416
55	0.002995057097449163	0.002995057097449163
56	0.0031959164427630736	0.002995057097449163
57	0.002719239251124462	0.002719239251124462
58	0.0025457544953744293	0.0025457544953744293
59	0.0027549270772685938	0.0025457544953744293
60	0.002496725416410355	0.002496725416410355
61	0.0021809897902077325	0.0021809897902077325
62	0.0022940071414492536	0.0021809897902077325
63	0.0027276493284553605	0.0021809897902077325
64	0.002571662176138954	0.0021809897902077325
65	0.002122067807105865	0.002122067807105865
66	0.0021628942426986475	0.002122067807105865
67	0.0023224645601083544	0.002122067807105865
68	0.0020532542827825817	0.0020532542827825817
69	0.0020009473953859803	0.0020009473953859803
70	0.0021094564223114887	0.0020009473953859803
71	0.0019328880352834502	0.0019328880352834502
72	0.0018864120532818781	0.0018864120532818781
73	0.002005670947596431	0.0018864120532818781
74	0.0021794973596014626	0.0018864120532818781
75	0.0017649983197680678	0.0017649983197680678
76	0.0018927011755059465	0.0017649983197680678
77	0.002277431741763877	0.0017649983197680678
78	0.0018381054868745097	0.0017649983197680678
79	0.0021804964681204036	0.0017649983197680678
80	0.0019652431866082768	0.0017649983197680678
81	0.0018717083359460827	0.0017649983197680678
82	0.0019287402302994238	0.0017649983197680678
83	0.0015916500261277118	0.0015916500261277118
84	0.0020251505965564152	0.0015916500261277118
85	0.004740926983266969	0.0015916500261277118
86	0.0019069318380873545	0.0015916500261277118
87	0.0020221944620573322	0.0015916500261277118
88	0.0019964184902521295	0.0015916500261277118
89	0.00205508140314898	0.0015916500261277118
90	0.0018931196744794597	0.0015916500261277118
91	0.0019275256926809658	0.0015916500261277118
92	0.0017824321290434266	0.0015916500261277118
93	0.0018278302029013781	0.0015916500261277118
94	0.001743318578408217	0.0015916500261277118
95	0.00190145130216621	0.0015916500261277118
96	0.0017313455080518623	0.0015916500261277118
97	0.0018211961697361145	0.0015916500261277118
98	0.0016645959327918132	0.0015916500261277118
99	0.0017075295193861063	0.0015916500261277118
