#Epoch	Batch	Loss
0	0	4.2033558295219136
1	0	3.8096142454846156
2	0	3.2888079966508053
3	0	2.449008128898038
4	0	1.3314537579238845
5	0	0.8581843722794885
6	0	1.2863614307037174
7	0	0.5431777566610698
8	0	0.3353019038284579
9	0	0.580724516666648
10	0	0.5404927304181405
11	0	0.3096999977374617
12	0	0.16282474267424982
13	0	0.25660223775270674
14	0	0.3426929588107893
15	0	0.21321245345927442
16	0	0.14087248510983758
17	0	0.2025522367015937
18	0	0.23755369991374636
19	0	0.18695355001757966
20	0	0.11369963665406323
21	0	0.10878832241007554
22	0	0.1535920541219488
23	0	0.1343906548138695
24	0	0.08008934927989189
25	0	0.07771038559408319
26	0	0.09990898410367097
27	0	0.08862099223175542
28	0	0.05470528966115452
29	0	0.05328267207931172
30	0	0.07210189251166287
31	0	0.053956924462769694
32	0	0.035333875575911944
33	0	0.04475498756861355
34	0	0.050623299786967495
35	0	0.03715552900544885
36	0	0.029565880160055454
37	0	0.037611375058291256
38	0	0.03466943354646925
39	0	0.02337054925856069
40	0	0.025354342599922502
41	0	0.02913740385165907
42	0	0.022494812938515157
43	0	0.01988316528259434
44	0	0.0236182962747605
45	0	0.019431997161962717
46	0	0.01496138680874281
47	0	0.01728935388170343
48	0	0.015023534104896374
49	0	0.0112539183101058
50	0	0.013337833102508535
51	0	0.010936400991645619
52	0	0.008295882537567873
53	0	0.01050226812345502
54	0	0.009183368941133108
55	0	0.007295431500087053
56	0	0.009160819154671717
57	0	0.007058587160672062
58	0	0.005834972123797617
59	0	0.006954548432981691
60	0	0.005132662151072533
61	0	0.005110281796769282
62	0	0.005245446916259179
63	0	0.0034943945222968417
64	0	0.004147067572959421
65	0	0.0034620168292560935
66	0	0.003218914620976263
67	0	0.003695555982606907
68	0	0.0026284856651960465
69	0	0.0030835777751009796
70	0	0.0025477265799643293
71	0	0.0024688214293014624
72	0	0.0026136437819390948
73	0	0.00197634502366899
74	0	0.0022567684759463146
75	0	0.0017325871801408947
76	0	0.001968885583133706
77	0	0.0017749161979328468
78	0	0.0017243983758013295
79	0	0.0016909366040010008
80	0	0.00151805471280921
81	0	0.0016109115449754199
82	0	0.001443425169459121
83	0	0.0014925474595342064
84	0	0.0012900808004995927
85	0	0.0013454500241310604
86	0	0.001201826940376921
87	0	0.00127345397227902
88	0	0.0011365028282760872
89	0	0.0011851252913453432
90	0	0.001070828541336667
91	0	0.0011216193629753695
92	0	0.0010386719096691362
93	0	0.0010439938544593251
94	0	0.0009701994381053345
95	0	0.000963079523975373
96	0	0.0009267643538146636
97	0	0.0009062741709505871
98	0	0.0008745132162333098
99	0	0.0008483161613578212
100	0	0.0008318772832611155
101	0	0.0008107527970875639
102	0	0.0007894121266583292
103	0	0.0007642970076413066
104	0	0.0007417954469590211
105	0	0.0007269864645024027
106	0	0.0007027408207275866
107	0	0.0006890867915201564
108	0	0.0006636052659751284
109	0	0.0006590440753336187
110	0	0.0006364356433185657
111	0	0.0006314066088282451
112	0	0.0006075726218293393
113	0	0.0006035784760141002
114	0	0.0005843044122376456
115	0	0.0005778303188192778
116	0	0.0005612478623485175
117	0	0.000553586266113031
118	0	0.0005435089374835891
119	0	0.0005334312560040615
120	0	0.0005255258036596345
121	0	0.000513613707804821
122	0	0.0005084063880910087
123	0	0.000496419778391464
124	0	0.0004900650084348003
125	0	0.0004795389817578936
126	0	0.00047270288637662274
127	0	0.0004648025715802243
128	0	0.00045620433986737837
129	0	0.0004496985211810183
130	0	0.00044147776670406684
131	0	0.0004349238923981254
132	0	0.0004274018896548658
133	0	0.00041980075870990194
134	0	0.0004141600696938457
135	0	0.00040638163896403645
136	0	0.00040097342360493184
137	0	0.00039415737683228663
138	0	0.0003883345633036856
139	0	0.00038285918181342005
140	0	0.00037634433535398934
141	0	0.0003714066895416724
142	0	0.0003656277957407196
143	0	0.0003603654570162549
144	0	0.0003553869075352544
145	0	0.0003501298870814957
146	0	0.00034545474091476143
147	0	0.0003407241680629369
148	0	0.00033582051945291923
149	0	0.00033146065337589153
150	0	0.00032696553086971675
151	0	0.00032243290390994173
152	0	0.00031839408145420135
153	0	0.0003141006438804928
154	0	0.00031006497033944316
155	0	0.0003062117579349262
156	0	0.00030217784388963633
157	0	0.0002984799560526329
158	0	0.00029481400298097507
159	0	0.00029112101274266465
160	0	0.00028765987828092596
161	0	0.00028427711351739133
162	0	0.0002809000739565943
163	0	0.0002776545998878662
164	0	0.0002745448348104023
165	0	0.00027142055365971446
166	0	0.00026840018025520987
167	0	0.0002655221633539909
168	0	0.0002626378030234269
169	0	0.0002598510113297676
170	0	0.0002571790309075693
171	0	0.00025452351644821903
172	0	0.00025194051642556613
173	0	0.00024944571151839785
174	0	0.00024700079347544105
175	0	0.00024460690660606054
176	0	0.00024228259424112286
177	0	0.00024003124371794636
178	0	0.0002378194269090914
179	0	0.0002356556133441514
180	0	0.00023356694539716707
181	0	0.00023152347558242498
182	0	0.00022951657194450828
183	0	0.00022756969101090787
184	0	0.00022567553886362337
185	0	0.00022382237817007548
186	0	0.00022201051513916084
187	0	0.00022024222604929007
188	0	0.00021852166370714608
189	0	0.00021683990411551707
190	0	0.00021518928682908028
191	0	0.00021358017024263927
192	0	0.00021201344560871601
193	0	0.00021047792049197202
194	0	0.0002089729601079212
195	0	0.0002075022480889201
196	0	0.00020606511494380438
197	0	0.00020465928079982623
198	0	0.0002032813959139956
199	0	0.00020193054183560174
200	0	0.0002006087732403106
201	0	0.00019931567609512928
202	0	0.00019804786476823583
203	0	0.0001968037285935447
204	0	0.00019558364663760426
205	0	0.00019438727120877012
206	0	0.00019321450282286628
207	0	0.0001920642978710508
208	0	0.00019093455609644442
209	0	0.0001898247498871383
210	0	0.00018873498351358175
211	0	0.00018766504856225418
212	0	0.00018661419223368395
213	0	0.00018558173732454537
214	0	0.0001845670517939205
215	0	0.00018356921587893047
216	0	0.00018258804634067196
217	0	0.00018162334054590263
218	0	0.00018067481808771367
219	0	0.00017974195776684207
220	0	0.00017882433731943595
221	0	0.0001779216128449601
222	0	0.00017703321417963404
223	0	0.0001761588553146389
224	0	0.00017529816177650845
225	0	0.00017445104380418657
226	0	0.00017361710066108078
227	0	0.0001727960918017854
228	0	0.00017198777550767386
229	0	0.00017119196641480152
230	0	0.0001704083029867148
231	0	0.00016963654506594868
232	0	0.0001688765219308163
233	0	0.00016812800606190917
234	0	0.00016739076841969184
235	0	0.00016666457442007077
236	0	0.00016594930924296027
237	0	0.00016524474254077365
238	0	0.0001645507967528225
239	0	0.0001638672985350508
240	0	0.00016319439677196586
241	0	0.00016253221587939347
242	0	0.0001618817537974373
243	0	0.0001612446261180782
244	0	0.00016062585415126444
245	0	0.0001600356940131865
246	0	0.0001595012508776211
247	0	0.00015908424698035927
248	0	0.00015894724690238525
249	0	0.00015948171684540167
250	0	0.0001617698803538423
251	0	0.00016844718560744107
252	0	0.00018748806781539802
253	0	0.00023705054494917735
254	0	0.00038120983121044913
255	0	0.0007227553315592466
256	0	0.0017406267876077773
257	0	0.0031424612963826637
258	0	0.00642148284068908
259	0	0.0053346514383047815
260	0	0.005348632013279924
261	0	0.003592012989550879
262	0	0.001319297896871898
263	0	0.0002240730106557017
264	0	0.0017832784280631705
265	0	0.003094203778467464
266	0	0.001826028463616724
267	0	0.0007008250390459713
268	0	0.0005043523786635447
269	0	0.0012898955776812244
270	0	0.001719354570714158
271	0	0.000587858078653766
272	0	0.0002867396430686124
273	0	0.0009176597699638813
274	0	0.0009625274667435552
275	0	0.0006276340273039347
276	0	0.00024743164516033737
277	0	0.0005319232214576951
278	0	0.0008521407768470408
279	0	0.00039495883705015607
280	0	0.0002363133070552608
281	0	0.0004601343483132808
282	0	0.0005275648005201594
283	0	0.0003810232670616229
284	0	0.00018161584717028855
285	0	0.00034543785537502025
286	0	0.0004595176601625336
287	0	0.000273543806197263
288	0	0.00021328945916499053
289	0	0.00027245218866143333
290	0	0.0003400568763874896
291	0	0.00028550280129224743
292	0	0.0001686939604628583
293	0	0.00023371854791001684
294	0	0.0002905941983128529
295	0	0.00023643733299257057
296	0	0.0001911011661826189
297	0	0.00018340277364714747
298	0	0.00023523039186011297
299	0	0.00023729191408256532
300	0	0.00017469518806369645
301	0	0.00017311587988951913
302	0	0.00019791248190225376
303	0	0.00020587613137435225
304	0	0.0001924735198023807
305	0	0.00015934518315375364
306	0	0.00016660579234800446
307	0	0.00019004123146936807
308	0	0.00018140645289595227
309	0	0.00016707875060893956
310	0	0.00015672985504822893
311	0	0.00015893289357141736
312	0	0.0001731474308361961
313	0	0.00016920336667040794
314	0	0.00015549984628580526
315	0	0.00015174428276413333
316	0	0.00015305384834877995
317	0	0.00015837564608552456
318	0	0.00016046702908400595
319	0	0.00015249195880529697
320	0	0.00014648826570953379
321	0	0.0001472342908010775
322	0	0.00014892739354315418
323	0	0.00015122341782479324
324	0	0.00015054883214943215
325	0	0.00014534584881037397
326	0	0.000142453331590892
327	0	0.0001427193269554748
328	0	0.00014331442924405522
329	0	0.00014460476036375669
330	0	0.00014449152994428638
331	0	0.0001418313670433232
332	0	0.0001396455681708952
333	0	0.00013877577340509474
334	0	0.00013826284613552232
335	0	0.00013875606210629816
336	0	0.00013946639973096034
337	0	0.00013888240326515337
338	0	0.00013778312401703082
339	0	0.0001367678218389134
340	0	0.0001355081721225421
341	0	0.0001346072105236916
342	0	0.00013447224053628103
343	0	0.00013441515390611323
344	0	0.00013427353082639772
345	0	0.00013428782957896552
346	0	0.00013407930503425724
347	0	0.0001335094030395393
348	0	0.00013294198619341559
349	0	0.00013239392407900013
350	0	0.00013169915019343146
351	0	0.00013107373545274143
352	0	0.00013062119059282357
353	0	0.00013016086085292103
354	0	0.00012970414951295444
355	0	0.00012937810500644628
356	0	0.0001290908161480427
357	0	0.0001287600248261426
358	0	0.0001284812448623862
359	0	0.00012827555248169257
360	0	0.0001280660462371515
361	0	0.0001278869295563544
362	0	0.00012783355152101966
363	0	0.00012792201108104126
364	0	0.00012821648784170354
365	0	0.000128921829848853
366	0	0.0001303912647645659
367	0	0.00013314419631262864
368	0	0.00013838462301449386
369	0	0.00014815934645436306
370	0	0.0001671959395074997
371	0	0.0002031554692379497
372	0	0.0002762634809890988
373	0	0.00041635318613052907
374	0	0.0007170431046013426
375	0	0.0012833346916920297
376	0	0.002567812779614392
377	0	0.004716591759281361
378	0	0.009663058690214044
379	0	0.014517547483851052
380	0	0.023755173723856732
381	0	0.017786445777711723
382	0	0.009967034829565683
383	0	0.0006463417877108818
384	0	0.003412983003937579
385	0	0.010543124080987586
386	0	0.005538437608473947
387	0	0.0002863024427654243
388	0	0.0029714808353728654
389	0	0.004893651409070204
390	0	0.0017160034914516919
391	0	0.0005492456157099235
392	0	0.003319237507160317
393	0	0.0025114761125064142
394	0	0.00020781551576382618
395	0	0.002266664302853092
396	0	0.002495424811441405
397	0	0.000265999164584228
398	0	0.0016714769268659825
399	0	0.0021935394057235186
400	0	0.00030586534565249344
401	0	0.0013029973306790494
402	0	0.0018469553468705674
403	0	0.000301042907104643
404	0	0.00106817759859736
405	0	0.0015165980538410797
406	0	0.0002861732584809674
407	0	0.000890296070759458
408	0	0.0012418604532986493
409	0	0.0002777327817916466
410	0	0.000729682524292449
411	0	0.0010248037265484721
412	0	0.000269070274010057
413	0	0.0005913897543258603
414	0	0.0008537484956674565
415	0	0.00026271033363820277
416	0	0.0004714312411883909
417	0	0.0007135061163120906
418	0	0.00026447601338425923
419	0	0.0003675549000081335
420	0	0.0005933836385288721
421	0	0.0002714557592063454
422	0	0.00028216719770212946
423	0	0.00048793536345753197
424	0	0.00028028912288243976
