#Epoch	Loss	Best
0	0.02416178998632386	0.02416178998632386
1	0.03950664549046238	0.02416178998632386
2	0.023193572365197965	0.023193572365197965
3	0.016957037477416996	0.016957037477416996
4	0.012976198675601522	0.012976198675601522
5	0.009305462740060845	0.009305462740060845
6	0.008074255111539894	0.008074255111539894
7	0.010345069437620041	0.008074255111539894
8	0.008708223521778158	0.008074255111539894
9	0.011764580924576376	0.008074255111539894
10	0.007886937176291664	0.007886937176291664
11	0.004867721115603013	0.004867721115603013
12	0.00981675836829432	0.004867721115603013
13	0.006077009009640983	0.004867721115603013
14	0.0071072231086107395	0.004867721115603013
15	0.005016012862071456	0.004867721115603013
16	0.005945896350963217	0.004867721115603013
17	0.00625457544619761	0.004867721115603013
18	0.0055434647931071265	0.004867721115603013
19	0.005552312969405452	0.004867721115603013
20	0.0051907043506849914	0.004867721115603013
21	0.004829858911408486	0.004829858911408486
22	0.005012307293080141	0.004829858911408486
23	0.004995634234710287	0.004829858911408486
24	0.00458846527912178	0.00458846527912178
25	0.004781009651065731	0.00458846527912178
26	0.004631103370458987	0.00458846527912178
27	0.004291040606735316	0.004291040606735316
28	0.004500628558977043	0.004291040606735316
29	0.004134504370720874	0.004134504370720874
30	0.004323267589332413	0.004134504370720874
31	0.004002722221292297	0.004002722221292297
32	0.00411309966912182	0.004002722221292297
33	0.0039211600732082935	0.0039211600732082935
34	0.003925105345050263	0.0039211600732082935
35	0.0037184237037171915	0.0037184237037171915
36	0.00378665135303429	0.0037184237037171915
37	0.003496854256145805	0.003496854256145805
38	0.003805263977980597	0.003496854256145805
39	0.003386528622904402	0.003386528622904402
40	0.0034669799960855056	0.003386528622904402
41	0.0034648091599764857	0.003386528622904402
42	0.003145218833069269	0.003145218833069269
43	0.0033004399132035866	0.003145218833069269
44	0.0032923806824464775	0.003145218833069269
45	0.0030030538981864374	0.0030030538981864374
46	0.00297784873471885	0.00297784873471885
47	0.003165054955657805	0.00297784873471885
48	0.0030993981956198512	0.00297784873471885
49	0.00281122575844891	0.00281122575844891
50	0.002649153611746344	0.002649153611746344
51	0.0027163026838515607	0.002649153611746344
52	0.0029830661862579057	0.002649153611746344
53	0.0028235052010029916	0.002649153611746344
54	0.00251690740642235	0.00251690740642235
55	0.0025918421915970173	0.00251690740642235
56	0.0028475803013627587	0.00251690740642235
57	0.0027488973214237996	0.00251690740642235
58	0.0024584979110102326	0.0024584979110102326
59	0.002562514005815115	0.0024584979110102326
60	0.0027659007487007854	0.0024584979110102326
61	0.0024986019678461756	0.0024584979110102326
62	0.002412175019269442	0.002412175019269442
63	0.0025732914806948157	0.002412175019269442
64	0.00253756195514975	0.002412175019269442
65	0.0023762748093995693	0.0023762748093995693
66	0.0023413161433364304	0.0023413161433364304
67	0.002432621516952261	0.0023413161433364304
68	0.002458492137102007	0.0023413161433364304
69	0.0023332208763886596	0.0023332208763886596
70	0.0022772355202094587	0.0022772355202094587
71	0.00230736021070645	0.0022772355202094587
72	0.002360953410555602	0.0022772355202094587
73	0.002368570170705481	0.0022772355202094587
74	0.0023058430233451797	0.0022772355202094587
75	0.002254958034533672	0.002254958034533672
76	0.002220868365449273	0.002220868365449273
77	0.0022022362064376684	0.0022022362064376684
78	0.002193917494993509	0.002193917494993509
79	0.002196098657085521	0.002193917494993509
80	0.002221652685026586	0.002193917494993509
81	0.0022941101965180816	0.002193917494993509
82	0.0024522521245685545	0.002193917494993509
83	0.002486558631292199	0.002193917494993509
84	0.0024120028973725408	0.002193917494993509
85	0.002211937001286406	0.002193917494993509
86	0.0021746613524946203	0.0021746613524946203
87	0.0021248119995186067	0.0021248119995186067
88	0.0021477076666808798	0.0021248119995186067
89	0.002156786748144067	0.0021248119995186067
90	0.0022535867365610983	0.0021248119995186067
91	0.002547185446640814	0.0021248119995186067
92	0.0028099780585578485	0.0021248119995186067
93	0.0022391537701215657	0.0021248119995186067
94	0.002138257410769722	0.0021248119995186067
95	0.0021164058658136565	0.0021164058658136565
96	0.002086482253299777	0.002086482253299777
97	0.0021001155016103757	0.002086482253299777
98	0.002186203402532265	0.002086482253299777
99	0.0026549339306210615	0.002086482253299777
