#Epoch	Loss	Best
0	0.025446801653680535	0.025446801653680535
1	0.06311361950459118	0.025446801653680535
2	0.042844116287535254	0.025446801653680535
3	0.02305959463561505	0.02305959463561505
4	0.020259093987874545	0.020259093987874545
5	0.02409925023824039	0.020259093987874545
6	0.018771603729591177	0.018771603729591177
7	0.020492645387283483	0.018771603729591177
8	0.020079346663063182	0.018771603729591177
9	0.018483943457484452	0.018483943457484452
10	0.016972665651444542	0.016972665651444542
11	0.01865723059517495	0.016972665651444542
12	0.016706487941181472	0.016706487941181472
13	0.016388382246165994	0.016388382246165994
14	0.01615490149481274	0.01615490149481274
15	0.015395750485298055	0.015395750485298055
16	0.014146900718623139	0.014146900718623139
17	0.01358070549978374	0.01358070549978374
18	0.013368804115612068	0.013368804115612068
19	0.0128027849622151	0.0128027849622151
20	0.01198350720776009	0.01198350720776009
21	0.011130609833467755	0.011130609833467755
22	0.010174873969831995	0.010174873969831995
23	0.008789988575310497	0.008789988575310497
24	0.007717228678873784	0.007717228678873784
25	0.0071773409796095505	0.0071773409796095505
26	0.006164728206231226	0.006164728206231226
27	0.006748721520949982	0.006164728206231226
28	0.009820644234061074	0.006164728206231226
29	0.005267975352910998	0.005267975352910998
30	0.005961623183668807	0.005267975352910998
31	0.00588941192151827	0.005267975352910998
32	0.005418113899144247	0.005267975352910998
33	0.005281631763808871	0.005267975352910998
34	0.008159910240906816	0.005267975352910998
35	0.005034742660602077	0.005034742660602077
36	0.0066130298103461264	0.005034742660602077
37	0.004577396252593116	0.004577396252593116
38	0.006244366356508384	0.004577396252593116
39	0.005232429651869711	0.004577396252593116
40	0.004761472924699224	0.004577396252593116
41	0.0048603264549052175	0.004577396252593116
42	0.0037124102551217473	0.0037124102551217473
43	0.0040231789923478355	0.0037124102551217473
44	0.00381456277449767	0.0037124102551217473
45	0.0036287345341110317	0.0036287345341110317
46	0.004501290537866835	0.0036287345341110317
47	0.0026179966528747873	0.0026179966528747873
48	0.003311318309880781	0.0026179966528747873
49	0.0028904574355359093	0.0026179966528747873
50	0.0028757678907445614	0.0026179966528747873
51	0.00275071388701301	0.0026179966528747873
52	0.002746471351605828	0.0026179966528747873
53	0.0024657368104613483	0.0024657368104613483
54	0.002471651248690472	0.0024657368104613483
55	0.0023323992564695077	0.0023323992564695077
56	0.005159694411843843	0.0023323992564695077
57	0.004205306135359163	0.0023323992564695077
58	0.00402066540189825	0.0023323992564695077
59	0.003353366559123228	0.0023323992564695077
60	0.00325325707363605	0.0023323992564695077
61	0.003292461100211498	0.0023323992564695077
62	0.003835133993696603	0.0023323992564695077
63	0.0029419949655250257	0.0023323992564695077
64	0.002445721329544062	0.0023323992564695077
65	0.003025773875383386	0.0023323992564695077
66	0.002721004042307468	0.0023323992564695077
67	0.0020461457200348673	0.0020461457200348673
68	0.0028629624109289095	0.0020461457200348673
69	0.0025478811049237005	0.0020461457200348673
70	0.0024311050643343194	0.0020461457200348673
71	0.002079011531668964	0.0020461457200348673
72	0.0025263503993430895	0.0020461457200348673
73	0.0019408134526754791	0.0019408134526754791
74	0.0019119886675025722	0.0019119886675025722
75	0.0025102993514806294	0.0019119886675025722
76	0.002346630183514787	0.0019119886675025722
77	0.0017793207614052533	0.0017793207614052533
78	0.002465530722929206	0.0017793207614052533
79	0.0016824568837993975	0.0016824568837993975
80	0.001878318460614805	0.0016824568837993975
81	0.002310682001682679	0.0016824568837993975
82	0.0017964742955798225	0.0016824568837993975
83	0.0017588440479884165	0.0016824568837993975
84	0.001990853934837353	0.0016824568837993975
85	0.001477974141464345	0.001477974141464345
86	0.0017804652950924142	0.001477974141464345
87	0.0016326574950786764	0.001477974141464345
88	0.0014171171612794374	0.0014171171612794374
89	0.0016353700649742915	0.0014171171612794374
90	0.001440673363973384	0.0014171171612794374
91	0.0014351285582919185	0.0014171171612794374
92	0.0016045434396477682	0.0014171171612794374
93	0.0013450646628477665	0.0013450646628477665
94	0.0013756874350526725	0.0013450646628477665
95	0.0015520262807489841	0.0013450646628477665
96	0.0012950693568785348	0.0012950693568785348
97	0.0013397578115222424	0.0012950693568785348
98	0.0017036015764086095	0.0012950693568785348
99	0.0012517101887064106	0.0012517101887064106
