leg,arch,subset_size,n_reactions,n_density_species,E_kcalmol,D_rmse,gamma,gammaD_kcalmol,ED_kcalmol,E_pbe_kcalmol,D_pbe_rmse,ED_pbe_kcalmol,beats_pbe,E_scan_kcalmol,D_scan_rmse,ED_scan_kcalmol,beats_scan,ED_pbe_cell_kcalmol,ED_scan_cell_kcalmol,n_reactions_slice
bh76_wtmad2,shallow,1,58,67,20.940168309387584,0.00019597904327730187,109457.01376280191,21.45128083722438,21.192643338512518,22.114068697861534,0.0002020342775455548,22.114068697861534,True,,,,,22.114068697861534,,58
bh76_wtmad2,shallow,2,58,66,27.47164561087774,0.0002539473304233293,109457.01376280191,27.79631644117316,27.633027389016497,22.114068697861534,0.0002020342775455548,22.114068697861534,False,,,,,22.170337209541195,,58
bh76_wtmad2,shallow,3,58,66,31.575166225740187,0.0002737949005285405,109457.01376280191,29.96877219533744,30.7510044994144,22.114068697861534,0.0002020342775455548,22.114068697861534,False,,,,,22.170337209541195,,58
bh76_wtmad2,shallow,4,58,66,33.41243146630053,0.0002801654386706155,109457.01376280191,30.666072276430995,31.98039836855878,22.114068697861534,0.0002020342775455548,22.114068697861534,False,,,,,22.170337209541195,,58
bh76_wtmad2,shallow,5,58,66,30.188399171592824,0.0002643283500824547,109457.01376280191,28.932591852873966,29.547158015733253,22.114068697861534,0.0002020342775455548,22.114068697861534,False,,,,,22.170337209541195,,58
bh76_wtmad2,shallow,6,58,66,26.18793007014683,0.00024246124845326333,109457.01376280191,26.53908420889498,26.362337822133547,22.114068697861534,0.0002020342775455548,22.114068697861534,False,,,,,22.170337209541195,,58
bh76_wtmad2,shallow,7,58,65,24.318029908369116,0.00022538985649199245,109457.01376280191,24.670500624039967,24.492997259141916,22.114068697861534,0.0002020342775455548,22.114068697861534,False,,,,,22.228875012513544,,58
bh76_wtmad2,shallow,12,58,66,22.930359473479935,0.0002216569195479441,109457.01376280191,24.261904493579593,23.577346996420545,22.114068697861534,0.0002020342775455548,22.114068697861534,False,,,,,22.17033720959667,,58
bh76_wtmad2,medium,1,58,67,23.220868007759474,0.00019810952051739698,109457.01376280191,21.684476513814808,22.426389210876106,22.114068697861534,0.0002020342775455548,22.114068697861534,False,,,,,22.114068697861534,,58
bh76_wtmad2,medium,2,58,66,36.349884173749324,0.00025799720593602186,109457.01376280191,28.239603720903585,31.78555389823445,22.114068697861534,0.0002020342775455548,22.114068697861534,False,,,,,22.170337209541195,,58
bh76_wtmad2,medium,3,58,66,22.630413373197012,0.0002398078630565689,109457.01376280191,26.24865256701098,24.30561413786131,22.114068697861534,0.0002020342775455548,22.114068697861534,False,,,,,22.170337209541195,,58
bh76_wtmad2,medium,4,58,66,31.657424408013746,0.00026657030024367524,109457.01376280191,29.177989022526198,30.36718022515392,22.114068697861534,0.0002020342775455548,22.114068697861534,False,,,,,22.170337209541195,,58
bh76_wtmad2,medium,5,58,66,25.560800602411394,0.00023719595812390337,109457.01376280191,25.962761252849077,25.76021298125112,22.114068697861534,0.0002020342775455548,22.114068697861534,False,,,,,22.170337209541195,,58
bh76_wtmad2,medium,6,58,66,25.935280577560793,0.00022838182060278485,109457.01376280191,24.99799208089278,25.458012205150986,22.114068697861534,0.0002020342775455548,22.114068697861534,False,,,,,22.170337209541195,,58
bh76_wtmad2,medium,7,58,65,19.855061605289624,0.00020449359943919425,109457.01376280191,22.383258728220788,21.04349687519995,22.114068697861534,0.0002020342775455548,22.114068697861534,True,,,,,22.228875012457774,,58
bh76_wtmad2,medium,12,58,66,22.230694323110484,0.00021352105028408838,109457.01376280191,23.37137653959338,22.78676901872653,22.114068697861534,0.0002020342775455548,22.114068697861534,False,,,,,22.170337209541195,,58
bh76_wtmad2,medium,15,58,65,21.175132978404584,0.00021131390623847833,109457.01376280191,23.129789143416556,22.1093430444415,22.114068697861534,0.0002020342775455548,22.114068697861534,True,,,,,22.228875012457774,,58
bh76_wtmad2,medium,18,58,65,20.85756152797096,0.00020329895960318685,109457.01376280191,22.252497019249333,21.53246093236449,22.114068697861534,0.0002020342775455548,22.114068697861534,True,,,,,22.228875012457774,,58
bh76_wtmad2,medium_attn,1,58,67,46.30601671165431,0.0004624194724649374,109457.01376280191,50.61505456178225,48.364747347598716,22.114068697861534,0.0002020342775455548,22.114068697861534,False,,,,,22.114068697861534,,58
bh76_wtmad2,medium_attn,2,58,66,38.188863603470345,0.00030672378611144694,109457.01376280191,33.57306967777936,35.73252057325829,22.114068697861534,0.0002020342775455548,22.114068697861534,False,,,,,22.170337209541195,,58
bh76_wtmad2,medium_attn,3,58,66,39.00215781814701,0.0002652076044804755,109457.01376280191,29.02883241361913,33.28445166578967,22.114068697861534,0.0002020342775455548,22.114068697861534,False,,,,,22.170337209541195,,58
bh76_wtmad2,medium_attn,4,58,66,42.18816346866335,0.0002489731817807005,109457.01376280191,27.25186098473872,33.11363943487547,22.114068697861534,0.0002020342775455548,22.114068697861534,False,,,,,22.170337209541195,,58
bh76_wtmad2,medium_attn,5,58,66,31.04188751906644,0.0002573943679736709,109457.01376280191,28.173618877761793,29.538286892210817,22.114068697861534,0.0002020342775455548,22.114068697861534,False,,,,,22.170337209541195,,58
bh76_wtmad2,medium_attn,6,58,66,41.63537306385685,0.00026369929692702295,109457.01376280191,28.86373757298234,34.092699071310214,22.114068697861534,0.0002020342775455548,22.114068697861534,False,,,,,22.170337209541195,,58
bh76_wtmad2,medium_attn,7,58,65,30.26618480949625,0.00026942026296607907,109457.01376280191,29.48993743145583,29.873019294054597,22.114068697861534,0.0002020342775455548,22.114068697861534,False,,,,,22.228875012457774,,58
bh76_wtmad2,medium_attn,12,58,66,30.67508078310959,0.0002496998293572844,109457.01376280191,27.331397658529568,28.90686880549735,22.114068697861534,0.0002020342775455548,22.114068697861534,False,,,,,22.170337209541195,,58
bh76_wtmad2,medium_attn,15,58,65,34.44015442097897,0.00023637058911193595,109457.01376280191,25.87241882554677,29.547739439136013,22.114068697861534,0.0002020342775455548,22.114068697861534,False,,,,,22.228875012457774,,58
bh76_wtmad2,medium_attn,18,58,65,33.068511625052224,0.00019718984505924772,109457.01376280191,21.583811584534853,26.11945777891188,22.114068697861534,0.0002020342775455548,22.114068697861534,False,,,,,22.228875012457774,,58
bh76_wtmad2,medium_attn,26,58,63,39.02377948320666,0.00021062960600246502,109457.01376280191,23.05488768306536,28.985443599950553,22.114068697861534,0.0002020342775455548,22.114068697861534,False,,,,,22.391114289732055,,58
w411_wtmad2,shallow,1,119,120,1.9699618535410073,0.0002391409749710198,10569.910765932904,2.527698765921873,2.214248947357628,2.5357084350016477,0.0002398987551696559,2.5357084350016477,True,,,,,2.542694984543153,,119
w411_wtmad2,shallow,2,120,119,2.047760149457925,0.00025874604606350763,10569.910765932904,2.7349226179292403,2.3419765939885826,2.5357084350016477,0.0002398987551696559,2.5357084350016477,True,,,,,2.540402661795142,,120
w411_wtmad2,shallow,3,120,119,2.0772442635580486,0.0002785069913285971,10569.910765932904,2.9437940460317202,2.4357429352955235,2.5357084350016477,0.0002398987551696559,2.5357084350016477,True,,,,,2.540402661795142,,120
w411_wtmad2,shallow,4,119,118,2.16649333452855,0.00028547860872742207,10569.910765932904,3.0174834198315255,2.522140058061431,2.5357084350016477,0.0002398987551696559,2.5357084350016477,True,,,,,2.551129877793422,,119
w411_wtmad2,shallow,5,120,119,1.9619176855628722,0.0002729962126097542,10569.910765932904,2.885545606722749,2.3357383509585294,2.5357084350016477,0.0002398987551696559,2.5357084350016477,True,,,,,2.540402661795142,,120
w411_wtmad2,shallow,6,119,119,1.9219413800292005,0.0002666402869065319,10569.910765932904,2.81836403920479,2.28539302508033,2.5357084350016477,0.0002398987551696559,2.5357084350016477,True,,,,,2.5431053193200603,,119
w411_wtmad2,shallow,7,118,119,1.8709886626018313,0.00024809445996838817,10569.910765932904,2.6223363033881757,2.183844493912522,2.5357084350016477,0.0002398987551696559,2.5357084350016477,True,,,,,2.5371516216042425,,118
w411_wtmad2,shallow,12,114,118,2.1261191981445737,0.0002434246617071162,10569.910765932904,2.5729769524716226,2.328301239086623,2.5357084350016477,0.0002398987551696559,2.5357084350016477,True,,,,,2.531994142329906,,114
w411_wtmad2,medium,1,119,120,1.196883971897657,0.00023363754275111998,10569.910765932904,2.4695279784511723,1.612332981447879,2.5357084350016477,0.0002398987551696559,2.5357084350016477,True,,,,,2.542694984539372,,119
w411_wtmad2,medium,2,120,119,4.041190644653795,0.0002658508710038843,10569.910765932904,2.810019983556596,3.314983901408791,2.5357084350016477,0.0002398987551696559,2.5357084350016477,False,,,,,2.5404026617913504,,120
w411_wtmad2,medium,3,120,119,2.1815968223760898,0.00026346566547921866,10569.910765932904,2.7848085740024704,2.446570125104782,2.5357084350016477,0.0002398987551696559,2.5357084350016477,True,,,,,2.5404026617913504,,120
w411_wtmad2,medium,4,119,118,2.2454749363110893,0.00027024707087832897,10569.910765932904,2.856487423938682,2.5143936640207305,2.5357084350016477,0.0002398987551696559,2.5357084350016477,True,,,,,2.5511298777896014,,119
w411_wtmad2,medium,5,120,119,1.8583058683221771,0.00025053092730658514,10569.910765932904,2.648089545737028,2.1839895928054376,2.5357084350016477,0.0002398987551696559,2.5357084350016477,True,,,,,2.5404026617913504,,120
w411_wtmad2,medium,6,119,119,2.065005884013392,0.0002379916385253385,10569.910765932904,2.5155503822509875,2.2681203063211557,2.5357084350016477,0.0002398987551696559,2.5357084350016477,True,,,,,2.543105319317785,,119
