leg,arch,subset_size,n_reactions,n_density_species,E_kcalmol,D_rmse,gamma,gammaD_kcalmol,ED_kcalmol,E_pbe_kcalmol,D_pbe_rmse,ED_pbe_kcalmol,beats_pbe,E_scan_kcalmol,D_scan_rmse,ED_scan_kcalmol,beats_scan,ED_pbe_cell_kcalmol,ED_scan_cell_kcalmol,n_reactions_slice
wtmad2,medium,1,177,197,9.674258305456881,0.0002443413076524786,38178.841394256546,9.328668030929224,9.498320688036735,8.915174138633205,0.00023351086133206663,8.915174138633205,False,,,,,8.94823005676981,,177
wtmad2,medium,2,177,196,17.529330700026854,0.00029485675629434765,38178.841394256546,11.257289332586854,13.71003245766485,8.915174138633205,0.00023351086133206663,8.915174138633205,False,,,,,8.925624865703739,,177
wtmad2,medium,3,176,194,9.550940072676568,0.0002830884521841116,38178.841394256546,10.807989116482775,10.14065675051645,8.915174138633205,0.00023351086133206663,8.915174138633205,False,,,,,8.8395056063389,,176
wtmad2,medium,4,175,193,11.05960910272859,0.00027498385725027795,38178.841394256546,10.498565071939245,10.771786598852518,8.915174138633205,0.00023351086133206663,8.915174138633205,False,,,,,8.875348479497294,,175
wtmad2,medium,5,176,194,15.683938955774858,0.00027436612443242916,38178.841394256546,10.474980748662569,12.56083664625276,8.915174138633205,0.00023351086133206663,8.915174138633205,False,,,,,8.8395056063389,,176
wtmad2,medium,6,175,193,13.848989058323685,0.000258122059410447,38178.841394256546,9.854801166590322,11.515376421498852,8.915174138633205,0.00023351086133206663,8.915174138633205,False,,,,,8.873632567231768,,175
wtmad2,medium,7,175,191,6.447635799965546,0.00023757902856290055,38178.841394256546,9.070492050104527,7.5374078407651135,8.915174138633205,0.00023351086133206663,8.915174138633205,True,,,,,9.00225088327985,,175
wtmad2,medium,12,169,185,7.420047136529189,0.00025550836125281596,38178.841394256546,9.755013199177665,8.428809720671493,8.915174138633205,0.00023351086133206663,8.915174138633205,True,,,,,9.099016592018605,,169
wtmad2,medium,15,168,181,7.291449309880365,0.0002532170448948127,38178.841394256546,9.667533395361394,8.313037512806208,8.915174138633205,0.00023351086133206663,8.915174138633205,True,,,,,9.1486401952147,,168
wtmad2,medium,18,166,180,6.862377208115911,0.00025219933451016516,38178.841394256546,9.628678392000648,8.013510443937426,8.915174138633205,0.00023351086133206663,8.915174138633205,True,,,,,9.162163233404781,,166
wtmad2,medium,26,159,170,9.107337024238664,0.0002451124316647362,38178.841394256546,9.358108652288509,9.231020025059497,8.915174138633205,0.00023351086133206663,8.915174138633205,True,,,,,9.35770068621914,,159
wtmad2,medium_attn,1,177,197,13.97253881197664,0.0004344714688202608,38178.841394256546,16.587617298418415,15.168189957087904,8.915174138633205,0.00023351086133206663,8.915174138633205,False,,,,,8.94823005676981,,177
wtmad2,medium_attn,2,177,196,7.867778854177325,0.0002975019906426637,38178.841394256546,11.358281315221852,9.296178703729977,8.915174138633205,0.00023351086133206663,8.915174138633205,False,,,,,8.925624865703739,,177
wtmad2,medium_attn,3,176,194,9.103982113180889,0.00024684588338274465,38178.841394256546,9.424289830494956,9.26136731013858,8.915174138633205,0.00023351086133206663,8.915174138633205,False,,,,,8.839505606350167,,176
wtmad2,medium_attn,4,175,193,6.670434107145679,0.00025285781744288264,38178.841394256546,9.653818507449692,7.889507931127147,8.915174138633205,0.00023351086133206663,8.915174138633205,True,,,,,8.875348479497294,,175
wtmad2,medium_attn,5,176,194,7.016781507038062,0.0002475676795203218,38178.841394256546,9.4518471707505,8.054288882537112,8.915174138633205,0.00023351086133206663,8.915174138633205,True,,,,,8.839505606350167,,176
mae,medium,1,177,197,7.104397051134339,0.0002443413076524786,49564.747124004316,12.110715125743642,8.955381372167519,11.57390679263232,0.00023351086133206663,11.57390679263232,True,,,,,11.627520506935573,,177
mae,medium,2,177,196,28.457963994135575,0.00029485675629434765,49564.747124004316,14.61450056353351,19.311591992720537,11.57390679263232,0.00023351086133206663,11.57390679263232,False,,,,,11.555424418126089,,177
mae,medium,3,176,194,15.554974906848846,0.0002830884521841116,49564.747124004316,14.031207546231277,14.753852183568474,11.57390679263232,0.00023351086133206663,11.57390679263232,False,,,,,11.583648456172126,,176
mae,medium,4,175,193,15.832871392066371,0.00027498385725027795,49564.747124004316,13.629505347793327,14.648798175005634,11.57390679263232,0.00023351086133206663,11.57390679263232,False,,,,,11.626840149745357,,175
mae,medium,5,176,194,24.19919311390147,0.00027436612443242916,49564.747124004316,13.598887576886453,17.41263580547433,11.57390679263232,0.00023351086133206663,11.57390679263232,False,,,,,11.583648456172126,,176
mae,medium,6,175,193,20.14335852600674,0.000258122059410447,49564.747124004316,12.793754601806024,15.64855941307816,11.57390679263232,0.00023351086133206663,11.57390679263232,False,,,,,11.63535517970606,,175
mae,medium,7,175,191,7.915794111871451,0.00023757902856290055,49564.747124004316,11.775544472686764,9.46738945152982,11.57390679263232,0.00023351086133206663,11.57390679263232,True,,,,,11.603073167446492,,175
mae,medium,12,169,185,8.759245463856695,0.00025550836125281596,49564.747124004316,12.664207313564566,10.355837746340503,11.57390679263232,0.00023351086133206663,11.57390679263232,True,,,,,11.541426914561658,,169
mae,medium,15,168,181,7.982720034679005,0.0002532170448948127,49564.747124004316,12.55063879769904,9.758582275436579,11.57390679263232,0.00023351086133206663,11.57390679263232,True,,,,,11.56147873318642,,168
mae,medium,18,166,180,8.72860836754352,0.00025219933451016516,49564.747124004316,12.50019623983851,10.279365184514363,11.57390679263232,0.00023351086133206663,11.57390679263232,True,,,,,11.43934688058063,,166
mae,medium,26,159,170,8.897560566706193,0.0002451124316647362,49564.747124004316,12.148935692412438,10.272103234040635,11.57390679263232,0.00023351086133206663,11.57390679263232,True,,,,,11.635544948274386,,159
mae,medium_attn,1,177,197,10.005618404315365,0.0004344714688202608,49564.747124004316,21.534468484670953,13.662972772127189,11.57390679263232,0.00023351086133206663,11.57390679263232,False,,,,,11.627520506935573,,177
mae,medium_attn,2,177,196,8.595261696644085,0.0002975019906426637,49564.747124004316,14.745610935091525,10.860123943410928,11.57390679263232,0.00023351086133206663,11.57390679263232,True,,,,,11.555424418126089,,177
mae,medium_attn,3,176,194,20.779488768976794,0.00024684588338274465,49564.747124004316,12.234853788467198,15.401427815511854,11.57390679263232,0.00023351086133206663,11.57390679263232,False,,,,,11.583648456115842,,176
mae,medium_attn,4,175,193,9.207948142630528,0.00025285781744288264,49564.747124004316,12.532833779884125,10.616148392148833,11.57390679263232,0.00023351086133206663,11.57390679263232,True,,,,,11.626840149745357,,175
mae,medium_attn,5,176,194,14.462945879464767,0.0002475676795203218,49564.747124004316,12.270629431501293,13.27689598644691,11.57390679263232,0.00023351086133206663,11.57390679263232,False,,,,,11.583648456115842,,176
wtmad2_eps_gamma_dfs,medium,1,177,197,9.674258305456881,0.008919002408459602,1084.87,9.675958142865568,9.67510814949934,8.915174138633205,0.009229535775259713,9.432182242030425,False,,,,,9.459720156229961,,177
wtmad2_eps_gamma_dfs,medium,2,177,196,17.529330700026854,0.011365969596879799,1084.87,12.330599436566986,14.477405289589445,8.915174138633205,0.009229535775259713,9.432182242030425,False,,,,,9.437687108723502,,177
