#Epoch	Loss
0	5.17777097652608
1	4.884949382849235
2	4.663667232123323
3	4.562867561769796
4	4.467923416098074
5	4.282469831031646
6	4.068319499588049
7	3.7917351208997947
8	3.550574543728887
9	3.2743281630714756
10	3.2690288857434204
11	3.146873298839932
12	3.1910217217099794
13	3.0118236326019545
14	2.9693703165394525
15	2.7839158110064526
16	2.914067057312435
17	2.7335481680509104
18	2.758311842486933
19	2.7373621878281504
20	2.7538780286840727
21	2.682183050948182
22	2.7345580305418946
23	2.705066685082934
24	2.705712305390559
25	2.668391589052495
26	2.702055279652386
27	2.676459984966291
28	2.6864547969242123
29	2.6543057785914037
30	2.67384091110228
31	2.661748473811049
32	2.668986453585336
33	2.6549102396036273
34	2.6565900855195874
35	2.6623276104204696
36	2.657644960725614
37	2.657896109087415
38	2.6471297633422686
39	2.654657912820529
40	2.6487276233905943
41	2.651078336830818
42	2.6428117353712772
43	2.6460318507218914
44	2.643462718923679
45	2.6466566568757948
46	2.6421606427048956
47	2.643349976172039
48	2.6401524933731593
49	2.6436711985515995
50	2.6408194085168253
51	2.6421771148106297
52	2.639140673432803
53	2.6405560715560226
54	2.640036152405527
55	2.639262542778888
56	2.6392380735357714
57	2.637356231879728
58	2.6387877673241666
59	2.637740314272963
60	2.637645837836585
61	2.6374119654710433
62	2.636462731189404
63	2.637343706997577
64	2.6366259298351147
65	2.6360448968401453
66	2.6363028118480205
67	2.6356765640620288
68	2.6356760542968534
69	2.6357683017455757
70	2.6350266740385058
71	2.6349193368207637
72	2.635193292889205
73	2.6347129197966175
74	2.6342525717900975
75	2.634332488799823
76	2.634179156354882
77	2.633732177841181
78	2.6335508185913614
79	2.6334845212955083
80	2.633229487393167
81	2.632983479577325
82	2.6328957393823345
83	2.6327328322134176
84	2.632462105544965
85	2.632275084181813
86	2.6321354667425636
87	2.6319188583151143
88	2.6316813495086815
89	2.631508066501884
90	2.631368194714153
91	2.6311907320884935
92	2.630956664219568
93	2.6307169565365953
94	2.63052120618804
95	2.630353821808706
96	2.6301551751610073
97	2.629895035377484
98	2.629622242085255
99	2.6293729431648343
100	2.62913003783891
101	2.62887114250817
102	2.6285967141800533
103	2.6283018798473425
104	2.627971642407208
105	2.627617153274639
106	2.6272546960071064
107	2.6268802713430666
108	2.6264812433910474
109	2.626061540714157
110	2.625623160448925
111	2.6251602635231706
112	2.6246714915794587
113	2.6241553275855387
114	2.623603956184019
115	2.623018016636098
116	2.622401934334281
117	2.6217513634642917
118	2.6210685545349928
119	2.6203807185514876
120	2.619737116433271
121	2.619260689766926
122	2.6192637526485014
123	2.6203426785044153
124	2.623452274514617
125	2.6282323931604354
126	2.6308612421146766
127	2.623151589897236
128	2.612554157362747
129	2.612955941916541
130	2.6179471718640057
131	2.61347811619808
132	2.6074141753309776
133	2.6107384813872865
134	2.6100112227826724
135	2.6036147200665942
136	2.605616698868087
137	2.605090835024332
138	2.600689039114328
139	2.600911381167539
140	2.601779628643124
141	2.6000739899600833
142	2.5964963066350237
143	2.596183763720304
144	2.5990610234922213
145	2.601201272470409
146	2.6052641331806536
147	2.6093536031538336
148	2.6090215531499776
149	2.604506932280671
150	2.5959141164193644
151	2.5897364148232356
152	2.5879310928785615
153	2.58935686144021
154	2.591250376466263
155	2.590862595308327
156	2.591597063676287
157	2.591748429352255
158	2.5903523631479217
159	2.58884897813038
160	2.5885786464770844
161	2.5864185714298493
162	2.585870949726866
163	2.5853413813885786
164	2.586719857460667
165	2.5897732788679435
166	2.5939671034942484
167	2.5940256780210906
168	2.5937462182588638
169	2.579557443854102
170	2.573077415382073
171	2.5713232664576804
172	2.5727761099797033
173	2.5775434179778087
174	2.5794642856037955
175	2.585076510970425
176	2.574309075341952
177	2.5722600513910385
178	2.577232438670017
179	2.588746065829637
180	2.594587491184599
181	2.597887395129344
182	2.581370871354067
183	2.5694015533572636
184	2.5686401068359537
185	2.5725284050441655
186	2.5816959500963264
187	2.5664076015540482
188	2.5649763976761912
189	2.5772772078677133
190	2.5595140139823713
191	2.5609706168040858
192	2.5750444202653875
193	2.5581407810530084
194	2.5633348221966368
195	2.566291742560396
196	2.5532773686252113
197	2.5726158956129725
198	2.5772276830213925
199	2.5898060951438118
200	2.7104601311783183
201	2.729116350388031
202	2.714501416715384
203	2.6276246636656424
204	2.6212199495167
205	2.5797238481955542
206	2.6094219676949155
207	2.575661587148137
208	2.606583823967505
209	2.567665703040193
210	2.5854034381269897
211	2.5793577873113223
212	2.560405420435855
213	2.58404777524465
214	2.5589210499361377
215	2.5673158709039425
216	2.568428352009778
217	2.5544026125144916
218	2.565293913406328
219	2.55453681454885
220	2.5525358244803424
221	2.5572554347237406
222	2.5448477192680103
223	2.554117543422678
224	2.5433984276555206
225	2.546998355507284
226	2.54261300902362
227	2.5399917757733768
228	2.540174105718613
229	2.5339018730197598
230	2.5361622974638545
231	2.52916235289828
232	2.530821057685509
233	2.523948529201328
234	2.524785382510613
235	2.519065954790681
236	2.5168179098508228
237	2.5143180408339356
238	2.50767033446386
239	2.5073462393163073
240	2.502155265386952
241	2.4964193809569832
242	2.4930573638901654
243	2.491790062831669
244	2.489788486577565
245	2.4904214455089186
246	2.5097742700560866
247	2.5654741873618225
248	2.745905799216372
249	2.6297041838705324
250	2.707805904824573
251	2.692264005189058
252	2.7068058248061284
253	2.733223429926299
254	2.7293290875139276
255	2.6223642085097203
256	2.705799733005363
257	2.612846364107174
258	2.637171891169268
259	2.5984181077667974
260	2.634312332116326
261	2.593262308587535
262	2.6010316640717406
263	2.6019268081109637
264	2.579231325853655
265	2.5868497354351923
266	2.573815325217422
267	2.577484033969524
268	2.5742845823977847
269	2.566935467100133
270	2.574606475746745
271	2.5683164734909383
272	2.5671607413150825
273	2.568639419110074
274	2.5645106325162565
275	2.5637291560843036
276	2.562793529699287
277	2.5597833393707514
278	2.560887396645981
279	2.5567363128994582
280	2.5540744108870554
281	2.554776776146466
282	2.5494835642137206
283	2.54897150616699
284	2.5466947344729816
285	2.5441471412681524
286	2.5427558889028505
287	2.5388991129688594
288	2.5382973406379654
289	2.5344819576821482
290	2.532628003147149
291	2.5299177234170944
292	2.527617557999882
293	2.524926722348861
294	2.521684168413229
295	2.5194261866942775
296	2.5157121168985612
297	2.513020059266047
298	2.509341755549121
299	2.5062669975134404
300	2.502349270409108
301	2.4989949288257143
302	2.4952150869210588
303	2.4912804488939972
304	2.4876868695192074
305	2.483509350994514
306	2.479764311152787
307	2.475520976709742
308	2.4717117573201564
309	2.4677985296426375
310	2.4640211675517683
311	2.4600293041460315
312	2.456747386259075
313	2.4534458375386214
314	2.450653972857565
315	2.4484295404667864
316	2.4496239156234734
317	2.4682886327202134
318	2.5940351722784274
319	3.073465825955404
320	3.02753991703696
321	2.682604602184474
322	2.741546376511708
323	2.862086865545287
324	2.5521909758706887
325	2.705210416324837
326	2.7218521813383356
327	2.53320772831034
328	2.5223058902108764
329	2.6610613434129653
330	2.5397617407956874
331	2.504770960567821
332	2.572378142865655
333	2.5750665906710006
334	2.5490413817811683
335	2.5067288139943247
336	2.5145936633133066
337	2.5398007095198736
338	2.5337372167888415
339	2.518604201314563
340	2.493313528792189
341	2.498477206552773
342	2.5184307287829517
343	2.4931155326873813
344	2.4757540440436467
345	2.4860660068484286
346	2.489082715438861
347	2.4754437455591054
348	2.4602832897070526
349	2.4617301096608384
350	2.4641485096117464
351	2.455695902804157
352	2.443396586041225
353	2.4469522985618877
354	2.4474851344778763
355	2.433727116390074
356	2.4345109555103797
357	2.4330324770558183
358	2.42893174826782
359	2.420728241506792
360	2.423415358934194
361	2.420091821575147
362	2.4136662839491305
363	2.412480544066619
364	2.412227616082141
365	2.4057126818370103
366	2.406022633349976
367	2.402483153379266
368	2.399645392563203
369	2.3978919048939793
370	2.3949095407829506
371	2.3930089972985797
372	2.390594290323302
373	2.3873238309232065
374	2.38583215276459
375	2.3834107095917143
376	2.379678333313476
377	2.3784207905261376
378	2.375957799012362
379	2.3723032539084077
380	2.370350362536618
381	2.3674632916926397
382	2.3647033914331703
383	2.3616468672200135
384	2.3582554661487123
385	2.3556915273202628
386	2.351944230325223
387	2.3481863185879637
388	2.344694735999591
389	2.340835460018133
390	2.3368399969710234
391	2.331981007551201
392	2.3274098466850393
393	2.3222819435485085
394	2.317440250040153
395	2.3118967549676075
396	2.306430021194404
397	2.300309172915993
398	2.2940665782607383
399	2.287663531362879
400	2.2813792380833005
401	2.2796636638941394
402	2.2975493315520508
403	2.3620226322980677
404	2.3234779713747535
405	2.281469084707472
406	2.305698252609297
407	2.28538437668318
408	2.322311370618318
409	2.3431062199802377
410	2.277661847462827
411	2.4134129100688346
412	2.274279666885814
413	2.344375703065344
414	2.2991964949487715
415	2.2817692573569084
416	2.3656899397187767
417	2.3737155023936003
418	2.39059279554333
419	2.269412456494413
420	2.3775932023889568
421	2.3057646758391064
422	2.3268417577199467
423	2.3045518503086937
424	2.24939189617619
425	2.3208228939123203
426	2.2479985201821013
427	2.2727764748300574
428	2.2633917674903805
429	2.2335560998474615
430	2.251663816225023
431	2.2287121670045504
432	2.2211585538375784
433	2.2350862817461117
434	2.1974722256049666
435	2.2276581501730153
436	2.195663916045378
437	2.2008100515866937
438	2.1929006755336595
439	2.192084629137827
440	2.1943473470536743
441	2.170488117668471
442	2.1851129144980206
443	2.1691608644879246
444	2.1625792724055475
445	2.1732600416640064
446	2.1738474552484024
447	2.146199544412827
448	2.1690177932369137
449	2.1809657095432735
450	2.183538559107758
451	2.129294405953376
452	2.179380954590225
453	2.249734059882735
454	2.267716614861541
455	2.1786540464556103
456	2.4201456888796473
457	2.5367340698410503
458	2.579056788197407
459	2.395995281367191
460	2.2409517967516988
461	2.4663221512896483
462	2.269098097185689
463	2.318687932927974
464	2.243653091459785
465	2.254902127919973
466	2.3116530745561064
467	2.2639529524122897
468	2.197856577446302
469	2.2630426579026297
470	2.2230470597871954
471	2.206171821849775
472	2.219823733506928
473	2.2010258883263685
474	2.2088074029645246
475	2.1740568391783484
476	2.1864321469608194
477	2.1749861424911967
478	2.161270746536338
479	2.160708454700526
480	2.164080184078821
481	2.143000588605379
482	2.1515177662701936
483	2.136070473983454
484	2.140430582679939
485	2.137670692848602
486	2.129112304564968
487	2.1279241495313888
488	2.1254025286574363
489	2.1147036216947526
490	2.1177214949999046
491	2.1128164978000217
492	2.108837850624922
493	2.1053381237491573
494	2.1007064013090275
495	2.0988325063381827
496	2.09317816404855
497	2.093497769732784
498	2.088631128586948
499	2.084288687870447
500	2.082364256291398
501	2.078439569050854
502	2.0766470427531085
503	2.072025129723041
504	2.070277847544629
505	2.0674278054815187
506	2.0634019007067277
507	2.0620133417907143
508	2.0581145401775687
509	2.0557571959974847
510	2.05239704861746
