panel,series,x_name,x,y_name,y,r_s
a_projection,mesh_node,s,0.0,alpha,0.1,10.0
a_projection,mesh_node,s,0.0,alpha,0.25,10.0
a_projection,mesh_node,s,0.0,alpha,0.5,10.0
a_projection,mesh_node,s,0.0,alpha,0.75,10.0
a_projection,mesh_node,s,0.0,alpha,1.0,10.0
a_projection,mesh_node,s,0.0,alpha,1.5,10.0
a_projection,mesh_node,s,0.0,alpha,2.0,10.0
a_projection,mesh_node,s,0.0,alpha,3.0,10.0
a_projection,mesh_node,s,0.0,alpha,5.0,10.0
a_projection,mesh_node,s,0.25,alpha,0.0,10.0
a_projection,mesh_node,s,0.25,alpha,0.1,10.0
a_projection,mesh_node,s,0.25,alpha,0.25,10.0
a_projection,mesh_node,s,0.25,alpha,0.5,10.0
a_projection,mesh_node,s,0.25,alpha,0.75,10.0
a_projection,mesh_node,s,0.25,alpha,1.0,10.0
a_projection,mesh_node,s,0.25,alpha,1.5,10.0
a_projection,mesh_node,s,0.25,alpha,2.0,10.0
a_projection,mesh_node,s,0.25,alpha,3.0,10.0
a_projection,mesh_node,s,0.25,alpha,5.0,10.0
a_projection,mesh_node,s,0.5,alpha,0.0,10.0
a_projection,mesh_node,s,0.5,alpha,0.1,10.0
a_projection,mesh_node,s,0.5,alpha,0.25,10.0
a_projection,mesh_node,s,0.5,alpha,0.5,10.0
a_projection,mesh_node,s,0.5,alpha,0.75,10.0
a_projection,mesh_node,s,0.5,alpha,1.0,10.0
a_projection,mesh_node,s,0.5,alpha,1.5,10.0
a_projection,mesh_node,s,0.5,alpha,2.0,10.0
a_projection,mesh_node,s,0.5,alpha,3.0,10.0
a_projection,mesh_node,s,0.5,alpha,5.0,10.0
a_projection,mesh_node,s,1.0,alpha,0.0,10.0
a_projection,mesh_node,s,1.0,alpha,0.1,10.0
a_projection,mesh_node,s,1.0,alpha,0.25,10.0
a_projection,mesh_node,s,1.0,alpha,0.5,10.0
a_projection,mesh_node,s,1.0,alpha,0.75,10.0
a_projection,mesh_node,s,1.0,alpha,1.0,10.0
a_projection,mesh_node,s,1.0,alpha,1.5,10.0
a_projection,mesh_node,s,1.0,alpha,2.0,10.0
a_projection,mesh_node,s,1.0,alpha,3.0,10.0
a_projection,mesh_node,s,1.0,alpha,5.0,10.0
a_projection,mesh_node,s,1.5,alpha,0.0,10.0
a_projection,mesh_node,s,1.5,alpha,0.1,10.0
a_projection,mesh_node,s,1.5,alpha,0.25,10.0
a_projection,mesh_node,s,1.5,alpha,0.5,10.0
a_projection,mesh_node,s,1.5,alpha,0.75,10.0
a_projection,mesh_node,s,1.5,alpha,1.0,10.0
a_projection,mesh_node,s,1.5,alpha,1.5,10.0
a_projection,mesh_node,s,1.5,alpha,2.0,10.0
a_projection,mesh_node,s,1.5,alpha,3.0,10.0
a_projection,mesh_node,s,1.5,alpha,5.0,10.0
a_projection,mesh_node,s,2.0,alpha,0.0,10.0
a_projection,mesh_node,s,2.0,alpha,0.1,10.0
a_projection,mesh_node,s,2.0,alpha,0.25,10.0
a_projection,mesh_node,s,2.0,alpha,0.5,10.0
a_projection,mesh_node,s,2.0,alpha,0.75,10.0
a_projection,mesh_node,s,2.0,alpha,1.0,10.0
a_projection,mesh_node,s,2.0,alpha,1.5,10.0
a_projection,mesh_node,s,2.0,alpha,2.0,10.0
a_projection,mesh_node,s,2.0,alpha,3.0,10.0
a_projection,mesh_node,s,2.0,alpha,5.0,10.0
a_projection,mesh_node,s,3.0,alpha,0.0,10.0
a_projection,mesh_node,s,3.0,alpha,0.1,10.0
a_projection,mesh_node,s,3.0,alpha,0.25,10.0
a_projection,mesh_node,s,3.0,alpha,0.5,10.0
a_projection,mesh_node,s,3.0,alpha,0.75,10.0
a_projection,mesh_node,s,3.0,alpha,1.0,10.0
a_projection,mesh_node,s,3.0,alpha,1.5,10.0
a_projection,mesh_node,s,3.0,alpha,2.0,10.0
a_projection,mesh_node,s,3.0,alpha,3.0,10.0
a_projection,mesh_node,s,3.0,alpha,5.0,10.0
a_projection,mesh_node,s,5.0,alpha,0.0,10.0
a_projection,mesh_node,s,5.0,alpha,0.1,10.0
a_projection,mesh_node,s,5.0,alpha,0.25,10.0
a_projection,mesh_node,s,5.0,alpha,0.5,10.0
a_projection,mesh_node,s,5.0,alpha,0.75,10.0
a_projection,mesh_node,s,5.0,alpha,1.0,10.0
a_projection,mesh_node,s,5.0,alpha,1.5,10.0
a_projection,mesh_node,s,5.0,alpha,2.0,10.0
a_projection,mesh_node,s,5.0,alpha,3.0,10.0
a_projection,mesh_node,s,5.0,alpha,5.0,10.0
b_alpha_axis,mesh_alpha_node,alpha,0.0,marker,0.0,
b_alpha_axis,mesh_alpha_node,alpha,0.1,marker,0.0,
b_alpha_axis,mesh_alpha_node,alpha,0.25,marker,0.0,
b_alpha_axis,mesh_alpha_node,alpha,0.5,marker,0.0,
b_alpha_axis,mesh_alpha_node,alpha,0.75,marker,0.0,
b_alpha_axis,mesh_alpha_node,alpha,1.0,marker,0.0,
b_alpha_axis,mesh_alpha_node,alpha,1.5,marker,0.0,
b_alpha_axis,mesh_alpha_node,alpha,2.0,marker,0.0,
b_alpha_axis,mesh_alpha_node,alpha,3.0,marker,0.0,
b_alpha_axis,mesh_alpha_node,alpha,5.0,marker,0.0,
b_alpha_axis,alpha_max,alpha,100.0,marker,0.0,
