panel,series,x_name,x,y_name,y,raw_indicator
b_ceiling,raw_indicator,tau_over_tau_unif,3.5145164640889583,alpha,1.8478497974222916,1.8478497974222916
b_ceiling,raw_indicator,tau_over_tau_unif,3.5431008386227525,alpha,1.8764341719560858,1.8764341719560858
b_ceiling,raw_indicator,tau_over_tau_unif,3.5721273846299137,alpha,1.9054607179632472,1.9054607179632472
b_ceiling,raw_indicator,tau_over_tau_unif,3.60160294205762,alpha,1.9349362753909531,1.9349362753909531
b_ceiling,raw_indicator,tau_over_tau_unif,3.631534456660135,alpha,1.9648677899934681,1.9648677899934681
b_ceiling,raw_indicator,tau_over_tau_unif,3.6619289816355467,alpha,1.9952623149688797,1.9952623149688797
b_ceiling,raw_indicator,tau_over_tau_unif,3.69279367928781,alpha,2.0261270126211435,2.0261270126211435
b_ceiling,raw_indicator,tau_over_tau_unif,3.7241358227145067,alpha,2.05746915604784,2.05746915604784
b_ceiling,raw_indicator,tau_over_tau_unif,3.7559627975207066,alpha,2.0892961308540396,2.0892961308540396
b_ceiling,raw_indicator,tau_over_tau_unif,3.788282103559351,alpha,2.1216154368926845,2.1216154368926845
b_ceiling,raw_indicator,tau_over_tau_unif,3.821101356698551,alpha,2.1544346900318843,2.1544346900318843
b_ceiling,raw_indicator,tau_over_tau_unif,3.8544282906162195,alpha,2.187761623949553,2.187761623949553
b_ceiling,raw_indicator,tau_over_tau_unif,3.888270758622478,alpha,2.2216040919558115,2.2216040919558115
b_ceiling,raw_indicator,tau_over_tau_unif,3.9226367355102436,alpha,2.255970068843577,2.255970068843577
b_ceiling,raw_indicator,tau_over_tau_unif,3.9575343194344406,alpha,2.2908676527677736,2.2908676527677736
b_ceiling,raw_indicator,tau_over_tau_unif,3.9929717338202932,alpha,2.3263050671536263,2.3263050671536263
b_ceiling,raw_indicator,tau_over_tau_unif,4.02895732930113,alpha,2.3622906626344626,2.3622906626344626
b_ceiling,raw_indicator,tau_over_tau_unif,4.065499585686158,alpha,2.3988329190194912,2.3988329190194912
b_ceiling,raw_indicator,tau_over_tau_unif,4.102607113958694,alpha,2.435940447292027,2.435940447292027
b_ceiling,raw_indicator,tau_over_tau_unif,4.140288658305288,alpha,2.473621991638621,2.473621991638621
b_ceiling,raw_indicator,tau_over_tau_unif,4.1785530981762475,alpha,2.511886431509581,2.511886431509581
b_ceiling,raw_indicator,tau_over_tau_unif,4.2174094503780255,alpha,2.550742783711359,2.550742783711359
b_ceiling,raw_indicator,tau_over_tau_unif,4.256866871197991,alpha,2.5902002045313237,2.5902002045313237
b_ceiling,raw_indicator,tau_over_tau_unif,4.29693465856205,alpha,2.6302679918953826,2.6302679918953826
b_ceiling,raw_indicator,tau_over_tau_unif,4.337622254225652,alpha,2.670955587558985,2.670955587558985
b_ceiling,raw_indicator,tau_over_tau_unif,4.378939245998695,alpha,2.712272579332028,2.712272579332028
b_ceiling,raw_indicator,tau_over_tau_unif,4.420895370004835,alpha,2.7542287033381676,2.7542287033381676
b_ceiling,raw_indicator,tau_over_tau_unif,4.463500512975744,alpha,2.796833846309078,2.796833846309078
b_ceiling,raw_indicator,tau_over_tau_unif,4.506764714580882,alpha,2.840098047914215,2.840098047914215
b_ceiling,raw_indicator,tau_over_tau_unif,4.550698169793274,alpha,2.8840315031266073,2.8840315031266073
b_ceiling,raw_indicator,tau_over_tau_unif,4.595311231291904,alpha,2.9286445646252375,2.9286445646252375
b_ceiling,raw_indicator,tau_over_tau_unif,4.640614411901273,alpha,2.9739477452346064,2.9739477452346064
