panel,series,x_name,x,y_name,y,Fx
a_residual,s0,alpha,375.8374042884443,abs_delta_Fx,0.0012764929709963013,0.7846999966116841
a_residual,s0,alpha,386.81205463305207,abs_delta_Fx,0.0012895642830992315,0.7846869252995812
a_residual,s0,alpha,398.1071705534973,abs_delta_Fx,0.001302263600187814,0.7846742259824926
a_residual,s0,alpha,409.73210981354134,abs_delta_Fx,0.001314601540139293,0.7846618880425411
a_residual,s0,alpha,421.6965034285823,abs_delta_Fx,0.0013265884160125196,0.7846499011666679
a_residual,s0,alpha,434.010263644744,abs_delta_Fx,0.001338234244895098,0.7846382553377853
a_residual,s0,alpha,446.683592150963,abs_delta_Fx,0.0013495487564914033,0.784626940826189
a_residual,s0,alpha,459.7269885308723,abs_delta_Fx,0.0013605414014523642,0.784615948181228
a_residual,s0,alpha,473.15125896148027,abs_delta_Fx,0.001371221359462993,0.7846052682232174
a_residual,s0,alpha,486.9675251658631,abs_delta_Fx,0.0013815975470885533,0.7845948920355919
a_residual,s0,alpha,501.18723362727246,abs_delta_Fx,0.001391678625390469,0.7845848109572899
a_residual,s0,alpha,515.8221650723056,abs_delta_Fx,0.0014014730073170778,0.7845750165753633
a_residual,s0,alpha,530.8844442309885,abs_delta_Fx,0.001410988864875229,0.7845655007178052
a_residual,s0,alpha,546.386549881854,abs_delta_Fx,0.0014202341360947113,0.7845562554465857
a_residual,s0,alpha,562.341325190349,abs_delta_Fx,0.0014292165317841832,0.7845472730508962
a_residual,s0,alpha,578.7619883491209,abs_delta_Fx,0.0014379435420905917,0.7845385460405898
a_residual,s0,alpha,595.6621435290103,abs_delta_Fx,0.001446422442866524,0.7845300671398139
a_residual,s0,alpha,613.0557921498208,abs_delta_Fx,0.0014546603018499304,0.7845218292808305
a_residual,s0,alpha,630.957344480193,abs_delta_Fx,0.0014626639846622158,0.7845138255980182
a_residual,s0,alpha,649.3816315762114,abs_delta_Fx,0.0014704401606329132,0.7845060494220475
a_residual,s0,alpha,668.3439175686149,abs_delta_Fx,0.0014779953084529396,0.7844984942742275
a_residual,s0,alpha,687.8599123088075,abs_delta_Fx,0.0014853357216635388,0.7844911538610169
a_residual,s0,alpha,707.945784384138,abs_delta_Fx,0.001492467513982021,0.7844840220686984
a_residual,s0,alpha,728.6181745132274,abs_delta_Fx,0.0014993966244765122,0.7844770929582039
a_residual,s0,alpha,749.8942093324558,abs_delta_Fx,0.0015061288225879377,0.7844703607600925
a_residual,s0,alpha,771.7915155850127,abs_delta_Fx,0.0015126697130045663,0.7844638198696758
a_residual,s0,alpha,794.3282347242813,abs_delta_Fx,0.0015190247403966683,0.7844574648422837
a_residual,s0,alpha,817.5230379436501,abs_delta_Fx,0.0015251991940121723,0.7844512903886682
a_residual,s0,alpha,841.3951416451947,abs_delta_Fx,0.0015311982121402057,0.7844452913705402
a_residual,s0,alpha,865.9643233600654,abs_delta_Fx,0.0015370267864431852,0.7844394627962372
a_residual,s0,alpha,891.2509381337459,abs_delta_Fx,0.0015426897661645622,0.7844337998165158
a_residual,s0,alpha,917.2759353897794,abs_delta_Fx,0.001548191862214221,0.7844282977204662
a_residual,s0,alpha,944.0608762859235,abs_delta_Fx,0.0015535376511357502,0.7844229519315447
a_residual,s0,alpha,971.6279515771058,abs_delta_Fx,0.0015587315789564737,0.7844177580037239
a_residual,s0,alpha,1000.0,abs_delta_Fx,0.0015637779649302352,0.7844127116177502
a_residual,s0,alpha,1029.2005271944286,abs_delta_Fx,0.001568681005169159,0.7844078085775112
a_residual,s0,alpha,1059.2537251772897,abs_delta_Fx,0.001573444776169941,0.7844030448065105
a_residual,s0,alpha,1090.184492385128,abs_delta_Fx,0.0015780732382397744,0.7843984163444406
a_residual,s0,alpha,1122.018454301963,abs_delta_Fx,0.00158257023882169,0.7843939193438587
a_residual,s0,alpha,1154.781984689458,abs_delta_Fx,0.0015869395157268595,0.7843895500669535
