#Epoch	Batch	Loss
0	0	5.7351095622911
1	0	5.331246066537711
2	0	4.966578523083103
3	0	4.557214590710874
4	0	4.246599966138126
5	0	3.9494907243129744
6	0	3.743534174156397
7	0	3.4662387016700533
8	0	3.2741705800250998
9	0	3.0970581964866466
10	0	2.9281199985568716
11	0	2.906638683249242
12	0	3.100443199458865
13	0	2.7886054344095186
14	0	2.888889329833567
15	0	2.88150630570753
16	0	2.813989506361066
17	0	2.7977836974074703
18	0	2.744090352047091
19	0	2.7493319428121885
20	0	2.7625455785623756
21	0	2.6776419066162522
22	0	2.752368597595421
23	0	2.6650692844117025
24	0	2.7184170832946313
25	0	2.690653568001079
26	0	2.6715373818127124
27	0	2.707116895274489
28	0	2.660490429167678
29	0	2.689866121019603
30	0	2.685174753669925
31	0	2.664145500266841
32	0	2.6880875807039053
33	0	2.663939388926764
34	0	2.6695562478690524
35	0	2.6764989399340813
36	0	2.656204493848323
37	0	2.6687515927077676
38	0	2.6618047287305324
39	0	2.656474827036876
40	0	2.664470145097015
41	0	2.652275870708916
42	0	2.6585916803623273
43	0	2.656310803490129
44	0	2.6511112613423653
45	0	2.656791339611325
46	0	2.6491176627603243
47	0	2.6532658335773838
48	0	2.6497337386220954
49	0	2.6484455875208033
50	0	2.650566633310866
51	0	2.6459634946628863
52	0	2.649420007167211
53	0	2.6451075030403657
54	0	2.6474717503618934
55	0	2.645304685999102
56	0	2.645354151396073
57	0	2.644978192210543
58	0	2.643856117735847
59	0	2.6445152250269004
60	0	2.6426825818410595
61	0	2.6438401468664012
62	0	2.64205422404744
63	0	2.6430829526859383
64	0	2.6413767739377274
65	0	2.6423571811173243
66	0	2.640937010031683
67	0	2.6416269801569716
68	0	2.640430481161268
69	0	2.640947140348454
70	0	2.640011933025688
71	0	2.6402007058811248
72	0	2.639642420196885
73	0	2.639525592432154
74	0	2.639318091275149
75	0	2.6388976674584588
76	0	2.6389977574371377
77	0	2.638358267361613
78	0	2.638561279270338
79	0	2.6379714350988706
80	0	2.6379667737823453
81	0	2.637711412091922
82	0	2.63738832276734
83	0	2.6374250205936627
84	0	2.6369891711171167
85	0	2.636965180102769
86	0	2.6367566741030717
87	0	2.63647201420307
88	0	2.636460478688589
89	0	2.6361584331560635
90	0	2.636022535621925
91	0	2.635944387691806
92	0	2.635681133891329
93	0	2.635584872084391
94	0	2.635470570587104
95	0	2.6352373993559186
96	0	2.635144851280429
97	0	2.6350325738443487
98	0	2.6348317183260597
99	0	2.634720811237077
100	0	2.6346287042046383
101	0	2.634449763244733
102	0	2.634314199574236
103	0	2.6342238500240716
104	0	2.6340884539570806
105	0	2.633934039141492
106	0	2.6338240600570986
107	0	2.633723589739849
108	0	2.6335839595610393
