#Epoch	Batch	Loss	Best
0	0	28.64518942268231	10000000000.0
1	0	3.2796123273356828	28.64518942268231
2	0	3.2796123273356828	3.2796123273356828
3	0	3.2796123273356828	3.2796123273356828
4	0	3.2796123273356828	3.2796123273356828
5	0	3.2796123273356828	3.2796123273356828
6	0	3.2796123273356828	3.2796123273356828
7	0	3.2796123273356828	3.2796123273356828
8	0	3.2796123273356828	3.2796123273356828
9	0	3.2796123273356828	3.2796123273356828
10	0	3.2796123273356828	3.2796123273356828
11	0	3.2796123273356828	3.2796123273356828
12	0	3.2796123273356828	3.2796123273356828
13	0	3.2796123273356828	3.2796123273356828
14	0	3.2796123273356828	3.2796123273356828
15	0	3.2796123273356828	3.2796123273356828
16	0	3.2796123273356828	3.2796123273356828
17	0	3.2796123273356828	3.2796123273356828
18	0	3.2796123273356828	3.2796123273356828
19	0	3.2796123273356828	3.2796123273356828
20	0	3.2796123273356828	3.2796123273356828
21	0	3.2796123273356828	3.2796123273356828
22	0	3.2796123273356828	3.2796123273356828
23	0	3.2796123273356828	3.2796123273356828
24	0	3.2796123273356828	3.2796123273356828
25	0	3.2796123273356828	3.2796123273356828
26	0	3.2796123273356828	3.2796123273356828
27	0	3.2796123273356828	3.2796123273356828
28	0	3.2796123273356828	3.2796123273356828
29	0	3.2796123273356828	3.2796123273356828
30	0	3.2796123273356828	3.2796123273356828
31	0	3.2796123273356828	3.2796123273356828
32	0	3.2796123273356828	3.2796123273356828
33	0	3.2796123273356828	3.2796123273356828
34	0	3.2796123273356828	3.2796123273356828
35	0	3.2796123273356828	3.2796123273356828
36	0	3.2796123273356828	3.2796123273356828
37	0	3.2796123273356828	3.2796123273356828
38	0	3.2796123273356828	3.2796123273356828
39	0	3.2796123273356828	3.2796123273356828
40	0	3.2796123273356828	3.2796123273356828
41	0	3.2796123273356828	3.2796123273356828
42	0	3.2796123273356828	3.2796123273356828
43	0	3.2796123273356828	3.2796123273356828
44	0	3.2796123273356828	3.2796123273356828
45	0	3.2796123273356828	3.2796123273356828
46	0	3.2796123273356828	3.2796123273356828
47	0	3.2796123273356828	3.2796123273356828
48	0	3.2796123273356828	3.2796123273356828
49	0	3.2796123273356828	3.2796123273356828
50	0	3.2796123273356828	3.2796123273356828
51	0	3.2796123273356828	3.2796123273356828
52	0	3.2796123273356828	3.2796123273356828
53	0	3.2796123273356828	3.2796123273356828
54	0	3.2796123273356828	3.2796123273356828
55	0	3.2796123273356828	3.2796123273356828
56	0	3.2796123273356828	3.2796123273356828
57	0	3.2796123273356828	3.2796123273356828
58	0	3.2796123273356828	3.2796123273356828
59	0	3.2796123273356828	3.2796123273356828
60	0	3.2796123273356828	3.2796123273356828
61	0	3.2796123273356828	3.2796123273356828
62	0	3.2796123273356828	3.2796123273356828
63	0	3.2796123273356828	3.2796123273356828
64	0	3.2796123273356828	3.2796123273356828
65	0	3.2796123273356828	3.2796123273356828
66	0	3.2796123273356828	3.2796123273356828
67	0	3.2796123273356828	3.2796123273356828
68	0	3.2796123273356828	3.2796123273356828
69	0	3.2796123273356828	3.2796123273356828
70	0	3.2796123273356828	3.2796123273356828
71	0	3.2796123273356828	3.2796123273356828
72	0	3.2796123273356828	3.2796123273356828
73	0	3.2796123273356828	3.2796123273356828
74	0	3.2796123273356828	3.2796123273356828
75	0	3.2796123273356828	3.2796123273356828
76	0	3.2796123273356828	3.2796123273356828
77	0	3.2796123273356828	3.2796123273356828
78	0	3.2796123273356828	3.2796123273356828
79	0	3.2796123273356828	3.2796123273356828
80	0	3.2796123273356828	3.2796123273356828
81	0	3.2796123273356828	3.2796123273356828
82	0	3.2796123273356828	3.2796123273356828
83	0	3.2796123273356828	3.2796123273356828
84	0	3.2796123273356828	3.2796123273356828
85	0	3.2796123273356828	3.2796123273356828
86	0	3.2796123273356828	3.2796123273356828
87	0	3.2796123273356828	3.2796123273356828
88	0	3.2796123273356828	3.2796123273356828
89	0	3.2796123273356828	3.2796123273356828
90	0	3.2796123273356828	3.2796123273356828
91	0	3.2796123273356828	3.2796123273356828
92	0	3.2796123273356828	3.2796123273356828
93	0	3.2796123273356828	3.2796123273356828
94	0	3.2796123273356828	3.2796123273356828
95	0	3.2796123273356828	3.2796123273356828
96	0	3.2796123273356828	3.2796123273356828
97	0	3.2796123273356828	3.2796123273356828
98	0	3.2796123273356828	3.2796123273356828
99	0	3.2796123273356828	3.2796123273356828
